,岗位,企业,城市,薪资,经验,学历
343,python开发工程师,成都了了科技有限公司,成都,5000,在校/应届,本科
344,python开发工程师,华云信息技术工程有限公司,成都,12000,3-5年,本科
345,python开发工程师（双休+五险一金全额）,北京外企德科人力资源服务上海有限公司,武汉,15000,1-3年,本科
346,通用研发c/c++/java/js/python/php/go,北京外企德科人力资源服务上海有限公司,南京,15000,不限,本科
347,python开发工程师,华云信息技术工程有限公司,成都,12000,3-5年,本科
348,python开发工程师,深圳任展管理咨询有限公司,深圳,30000,5-10年,本科
349,python,成都曦顺人力资源管理有限公司,杭州,15000,3-5年,本科
350,互联网业务-Go/Python后端开发工程师,富途网络科技（深圳）有限公司,深圳,18000,1-3年,本科
351,python工程师,北京锐仕方达人力资源集团有限公司重庆分公司,石家庄,13000,3-5年,大专
352,python开发工程师,科锐数字科技（苏州）有限公司,西安,15000,3-5年,本科
353,python开发工程师,科锐数字科技（苏州）有限公司,深圳,15000,不限,本科
354,python开发工程师,科锐尔人力资源服务（苏州）有限公司,深圳,20000,3-5年,本科
355,python开发工程师,上海睿资达企业管理咨询有限公司,北京,20000,不限,本科
356,python开发工程师,先路（北京）咨询有限公司,成都,15000,不限,本科
357,python开发工程师,先路（北京）咨询有限公司,成都,15000,3-5年,本科
358,python开发工程师,陕西科锐尔人力资源服务有限公司,东莞,13000,3-5年,本科
359,python开发工程师,科锐尔人力资源服务（苏州）有限公司,深圳,20000,不限,本科
360,C++/C/Java/Python/GO开发工程师,北京外企德科人力资源服务上海有限公司,深圳,17000,不限,本科
361,python开发工程师,北京外企德科人力资源服务上海有限公司,东莞,14000,不限,本科
362,python开发工程师,科锐数字科技（苏州）有限公司,深圳,13000,不限,本科
363,python开发工程师,陕西科锐尔人力资源服务有限公司,武汉,15000,1-3年,本科
364,python开发工程师,陕西科锐尔人力资源服务有限公司,深圳,15000,1-3年,本科
365,python开发工程师,先路（北京）咨询有限公司,广州,20000,5-10年,本科
366,python开发工程师,苏州赤兔企业管理有限公司,北京,40000,3-5年,本科
367,python开发工程师,成都科之锐人力资源服务有限公司,深圳,19000,1-3年,本科
368,python开发,艾利安人才服务（上海）有限公司,上海,12000,1-3年,本科
369,python开发工程师,武汉康德雷格企业管理有限公司,西安,11000,3-5年,本科
370,python开发,杭州锐致商务咨询有限公司,西安,20000,1-3年,本科
371,python开发工程师,成都科之锐人力资源服务有限公司,上海,19000,1-3年,本科
372,python开发工程师,恩斯特无锡企业管理咨询有限公司,北京,35000,不限,本科
373,python开发工程师,恩斯特无锡企业管理咨询有限公司,北京,30000,不限,本科
374,python开发工程师,科锐数字科技（苏州）有限公司,西安,16000,不限,本科
375,python开发工程师,北京外企德科人力资源服务上海有限公司,苏州,15000,不限,本科
376,python开发工程师,北京外企德科人力资源服务上海有限公司,武汉,14000,不限,本科
377,python开发工程师,陕西科锐尔人力资源服务有限公司,西安,10000,不限,大专
378,python开发工程师,成都科之锐人力资源服务有限公司,深圳,15000,1-3年,本科
379,python开发工程师,成都科之锐人力资源服务有限公司,上海,20000,1-3年,本科
380,python开发工程师,科锐数字科技（苏州）有限公司,西安,20000,不限,本科
381,python工程师,埃摩森网络科技（上海）有限公司,无锡,15000,不限,本科
382,python开发工程师,武汉尚仕杰企业管理顾问有限公司,苏州,20000,不限,本科
383,python开发工程师,上海睿资达企业管理咨询有限公司,北京,40000,不限,本科
384,python开发工程师,陕西科锐尔人力资源服务有限公司,西安,20000,3-5年,本科
385,python,湖北添楚瀚才传媒有限公司,北京,17000,3-5年,本科
386,python开发工程师,上海睿资达企业管理咨询有限公司,上海,25000,3-5年,硕士
387,python开发工程师,上海仕进信息科技有限公司,上海,28000,5-10年,本科
388,高级python开发工程师,江苏虫洞电子商务有限公司,杭州,15000,1-3年,本科
389,Python开发实习生,成都亚然科技中心,成都,4000,不限,大专
390,python开发工程师,北京外企德科人力资源服务上海有限公司,武汉,15000,不限,本科
391,python开发工程师,北京外企德科人力资源服务上海有限公司,深圳,20000,3-5年,本科
392,python后端开发工程师,广州比高网络科技有限公司,广州,10000,1-3年,本科
393,python爬虫工程师,广州比高网络科技有限公司,广州,12000,1-3年,本科
394,软件开发(java/C++/C/python/前端)工程师,华为技术有限公司,成都,15000,1-3年,本科
395,python爬虫工程师,广州领匠网络科技有限公司,广州,20000,5-10年,大专
396,python开发工程师(在家办公),北京游道易网络文化有限公司,广州,15000,3-5年,本科
397,python后端开发工程师,成都炜烨科技有限公司,成都,5000,1-3年,大专
398,高级python开发工程师,上海灏程企业管理顾问有限公司,广州,20000,5-10年,本科
399,java/c++/c/python/web前端\测试,华为技术有限公司,杭州,14000,不限,本科
400,python爬虫工程师,深圳市云鹤网络科技有限公司,深圳,12000,3-5年,大专
401,Python开发工程师-北京,北京码博科技有限公司,北京,11000,1-3年,本科
402,python开发工程师 (MJ005637),广州希音供应链管理有限公司,深圳,20000,3-5年,本科
403,高级python开发工程师,深圳茂源资本资产管理有限公司,深圳,20000,3-5年,本科
404,高级python开发工程师,深圳茂源资本资产管理有限公司,深圳,20000,3-5年,本科
405,python开发工程师,北京外企德科人力资源服务上海有限公司,深圳,18000,1-3年,本科
406,python开发工程师,北京外企德科人力资源服务上海有限公司,成都,15000,不限,本科
407,java/c++/c/python/web前端\测试,华为技术有限公司,北京,14000,不限,本科
408,java/c++/c/python/web前端\测试,华为技术有限公司,上海,14000,不限,本科
409,高级python开发工程师,深圳茂源资本资产管理有限公司,深圳,20000,3-5年,本科
410,兼职python爬虫工程师,深圳市贝德汇软件有限公司,深圳,10000,不限,不限
411,软件开发工程师 Java c c++ python js,华为技术有限公司,东莞,17000,不限,本科
412,Java/python/前端/C++/C开发—南京,陕西科锐尔人力资源服务有限公司,南京,15000,不限,本科
413,python爬虫工程师,北京易百解科技有限公司,北京,15000,不限,不限
414,软件开发工程师 Java c c++ python js,华为技术有限公司,武汉,17000,不限,本科
415,python数据开发工程师,深圳市磐泷智投数据有限公司,深圳,10000,1-3年,本科
416,Python实习,北京新火科技有限公司,北京,3000,在校/应届,本科
417,Python数据工程师,深圳市磐泷智投数据有限公司,深圳,10000,1-3年,本科
418,python后端开发工程师,艾利安人才服务（上海）有限公司,北京,15000,不限,本科
419,python后端开发工程师,三星（中国）投资有限公司,北京,20000,不限,本科
420,python开发工程师,北京外企德科人力资源服务上海有限公司,武汉,15000,不限,本科
421,python开发工程师,北京外企德科人力资源服务上海有限公司,武汉,13000,不限,本科
422,java/c++/c/python/web前端\测试,华为技术有限公司,成都,14000,不限,本科
423,软件开发工程师 Java c c++ python js,华为技术有限公司,深圳,17000,不限,本科
424,Python量化开发工程师,深圳市磐泷智投数据有限公司,深圳,20000,3-5年,硕士
425,python后端开发工程师,上海晓暮网络科技有限公司,武汉,4000,在校/应届,不限
426,Python后端实习生,上海好火的科技有限公司,上海,4000,在校/应届,不限
427,Python实习生,上海好火的科技有限公司,上海,4000,在校/应届,不限
428,python爬虫工程师,杭州务新网络科技有限公司,杭州,15000,1-3年,大专
429,资深python开发工程师,威廉欧奈尔信息科技（上海）有限公司,上海,25000,3-5年,本科
430,高级python开发工程师,威廉欧奈尔信息科技（上海）有限公司,上海,25000,3-5年,本科
431,python后端实习生,上海晓暮网络科技有限公司,上海,4000,在校/应届,不限
432,python后端开发工程师,瞬联软件科技（北京）有限公司上海分公司,上海,13000,1-3年,本科
433,Python开发-23届,上海敬在信息技术有限公司,西安,5000,在校/应届,本科
434,后端算法工程师（python）,上海智臻智能网络科技股份有限公司,上海,20000,3-5年,本科
435,python开发工程师,北京外企德科人力资源服务上海有限公司,北京,20000,不限,本科
436,python开发工程师,北京外企德科人力资源服务上海有限公司,武汉,12000,1-3年,本科
437,Python实习生,上海好火的科技有限公司,上海,4000,不限,本科
438,python后端工程师,上海好火的科技有限公司,苏州,4000,在校/应届,不限
439,Python开发工程师（广州）,贵阳高登世德金融科技有限公司,广州,10000,3-5年,本科
440,Java/C++/Python//运维/C,中软国际科技服务有限公司,西安,15000,3-5年,本科
441,Java/测试/安卓/运维/C++/Python,中软国际科技服务有限公司,西安,15000,3-5年,本科
442,后端开发工程师（Python）,杭州德睿智药科技有限公司,杭州,12000,不限,本科
443,python爬虫工程师（高级）,高维互娱科技（北京）有限公司,北京,15000,3-5年,本科
444,Go/Python研发工程师,深圳永安在线科技有限公司,深圳,25000,3-5年,本科
445,python数据分析讲师,河南量子矩阵科技有限公司,郑州,8000,3-5年,本科
446,python教师,深圳乐博乐博教育科技有限公司益田分公司,深圳,6000,1年以下,大专
447,游戏开发（Lua，C++，C#，Python）,德科信息有限公司,广州,10000,不限,本科
448,网络安全研发?程师（Python）,郑州赛欧思科技有限公司,郑州,10000,3-5年,本科
449,python开发工程师(第三方,北京百度网讯科技有限公司,上海,15000,1-3年,本科
450,python开发工程师,北京外企德科人力资源服务上海有限公司,深圳,15000,1-3年,本科
451,python开发工程师,北京外企德科人力资源服务上海有限公司,武汉,15000,1-3年,本科
452,Python算法（风控业务）,中软国际科技服务有限公司,西安,10000,3-5年,本科
453,python开发工程师(第三方,北京百度网讯科技有限公司,上海,15000,1-3年,本科
454,python爬虫工程师,深圳禾略贝塔信息科技有限公司,重庆,6000,3-5年,本科
455,Python实习生,深圳市磐泷智投数据有限公司,深圳,4000,不限,本科
456,python自动化测试,南宁千禾软件技术有限公司,深圳,10000,3-5年,本科
457,python实习生,深圳市磐泷智投数据有限公司,深圳,4000,不限,本科
458,数据研发?程师（python）,郑州赛欧思科技有限公司,郑州,5000,不限,本科
459,python后端开发工程师,麦可（西安）网络科技有限公司,西安,10000,3-5年,大专
460,python爬虫工程师,湖南语亦云科技有限公司,长沙,7000,1-3年,不限
461,Go/Python后端研发工程师(J57808),百度在线网络技术（北京）有限公司,北京,25000,1-3年,本科
462,Python研发工程师(J58097),百度在线网络技术（北京）有限公司,北京,25000,1-3年,本科
463,python开发（人工智能）,南京制典网络科技有限公司,南京,10000,1-3年,大专
464,python开发实习生,达而观信息科技（上海）有限公司,上海,4000,在校/应届,本科
465,python开发工程师,北京外企德科人力资源服务上海有限公司,东莞,10000,1-3年,本科
466,python开发工程师,北京外企德科人力资源服务上海有限公司,西安,13000,1-3年,本科
467,Python开发中级工程师,北京盈科千信科技有限公司,北京,11000,1-3年,本科
468,c++/python软件工程师,之江实验室,杭州,15000,不限,硕士
469,python爬虫工程师,北京华城翻译中心有限公司,北京,11000,1-3年,本科
470,后端开发工程师（java、c/c++、python、go）,华为技术有限公司,西安,18000,不限,本科
471,python后端工程师,浙江天垂科技有限公司,杭州,15000,不限,本科
472,python后端开发工程师,深圳市布桐游戏有限公司,深圳,18000,3-5年,大专
473,java/c++/c/python/web前端\测试,华为技术有限公司,武汉,14000,不限,本科
474,python全栈开发工程师（ j53346）,百度在线网络技术（北京）有限公司,北京,30000,3-5年,本科
475,python爬虫开发,北京华城翻译中心有限公司,北京,10000,不限,本科
476,Python 数据采集,苏州零泉科技有限公司,苏州,6000,1-3年,本科
477,Python研发工程师,观源（上海）科技有限公司,上海,15000,3-5年,本科
478,python爬虫工程师,上海泛微网络科技股份有限公司,上海,15000,1-3年,本科
479,12613K-Python开发工程师,深圳平安综合金融服务有限公司,上海,20000,3-5年,本科
480,python开发工程师,北京外企德科人力资源服务上海有限公司,武汉,15000,不限,本科
481,python开发工程师,北京外企德科人力资源服务上海有限公司,深圳,16000,不限,本科
482,java/c++/c/python/web前端\测试,华为技术有限公司,南京,14000,不限,本科
483,java/c++/c/python/web前端\测试,华为技术有限公司,西安,14000,不限,本科
484,python后端开发工程师,上海循宇投资管理有限公司,上海,20000,3-5年,本科
485,python开发（周末双休、不加班）,中电金信软件有限公司,广州,15000,5-10年,本科
486,python后端开发工程师,上海蜚语信息科技有限公司,上海,15000,3-5年,本科
487,Python Developer,深圳前海智龙资本管理有限公司,深圳,15000,在校/应届,本科
488,RPA开发工程师（熟练python）,深圳市同和信息技术有限公司,深圳,11000,3-5年,大专
489,Python Engineer,久远谦长（北京）技术服务有限公司,北京,18000,3-5年,本科
490,python后端开发工程师,苏州沃时数字科技有限公司,苏州,10000,1-3年,本科
491,python测试工程师,上海清序科技有限公司,上海,10000,3-5年,本科
492,Python软件工程师,上海艾连信息技术有限公司,上海,7000,1-3年,本科
493,python后端开发工程师（ai方向）,深圳市易佰网络科技有限公司武汉分公司,武汉,12000,3-5年,本科
494,python后端开发工程师,深圳素问智能信息技术有限公司,南京,10000,1-3年,本科
495,python开发工程师,北京外企德科人力资源服务上海有限公司,西安,12000,不限,本科
496,python开发工程师,北京外企德科人力资源服务上海有限公司,北京,15000,不限,本科
497,java/c/c++/python/go/js/web/测试...,华为技术有限公司,深圳,15000,不限,本科
498,C/C++/Java/C#/Python开发工程师,华为技术有限公司,成都,15000,1-3年,本科
499,python后端工程师,深圳素问智能信息技术有限公司,深圳,10000,1-3年,本科
500,python后端开发工程师,杭州映云科技有限公司,北京,25000,3-5年,本科
501,Python开发工程师 (MJ000115),北京永信至诚科技股份有限公司,北京,10000,3-5年,本科
502,python全栈,北京游道易网络文化有限公司,北京,15000,1-3年,本科
503,python后端开发工程师,四川凯普顿信息技术股份有限公司,成都,16000,3-5年,本科
504,Python工程师（人工智能）,浙商期货有限公司,杭州,15000,不限,本科
505,python实习生（非应届生）,达而观信息科技（上海）有限公司,成都,4000,在校/应届,本科
506,Python实习生,深圳市磐泷智投数据有限公司,深圳,4000,在校/应届,本科
507,（高级）Python开发工程师,上海合合信息科技股份有限公司,上海,20000,3-5年,本科
508,Python开发(数据工程方向),奥智元科技（深圳）有限公司,深圳,15000,1-3年,本科
509,Python开发实习生,百姓网股份有限公司,上海,3000,在校/应届,本科
510,python开发工程师（双休，年终奖2-4个月）,北京外企德科人力资源服务上海有限公司,深圳,18000,不限,本科
511,c/c++，java，js，python、go通用软件开发工程师,北京外企德科人力资源服务上海有限公司,东莞,15000,不限,本科
512,c/c++，java，js，python、go通用软件开发工程师,华为技术有限公司,武汉,6000,不限,本科
513,Python后端专家（成都）,北京特拉库塔科技有限公司,成都,28000,5-10年,本科
514,Python后端专家（北京）,北京特拉库塔科技有限公司,北京,30000,5-10年,本科
515,python程序员（自动化开发）,深圳市惠群商业数据技术有限公司,深圳,7000,不限,本科
516,Technical Support/ Python开发工程师,友邦资讯科技（广州）有限公司,广州,15000,5-10年,本科
517,Python开发实习生,达而观信息科技（上海）有限公司,上海,4000,在校/应届,本科
518,python开发实习生,北京聚智国传科技有限公司,北京,3000,不限,本科
519,Python高级工程师,北京尽调云科技有限公司,北京,20000,5-10年,本科
520,python后端开发工程师,北京尽调云科技有限公司,北京,10000,1-3年,本科
521,python、C++编程老师,北京博瑞领创科技有限公司,北京,6000,不限,本科
522,python后端开发工程师,深圳市捎客转运物流有限公司,深圳,15000,5-10年,本科
523,python爬虫开发,深圳航路信息服务有限公司,深圳,8000,1-3年,大专
524,高级python开发工程师,广东赛博威信息科技有限公司,广州,12000,3-5年,本科
525,c/c++，java，js，python，go，软件测试，数据开发,北京外企德科人力资源服务上海有限公司,西安,15000,不限,本科
526,java/c/c++/python/go/js/web/测试/软件开发/双休,北京外企德科人力资源服务上海有限公司,西安,15000,不限,本科
527,高级python开发工程师,广东赛博威信息科技有限公司,广州,12000,3-5年,本科
528,python爬虫工程师,恩特科信息科技（杭州）有限责任公司,杭州,12000,1-3年,本科
529,Python数据处理工程师,广东杰纳医药科技有限公司,广州,8000,1-3年,本科
530,python数据处理工程师,广东杰纳医药科技有限公司,广州,10000,1-3年,本科
531,python后端开发工程师,泰坦科技（深圳）有限公司,深圳,15000,3-5年,本科
532,python后端开发工程师,深圳道乐科技有限公司,广州,11000,不限,本科
533,python数据开发工程师,深圳市吉迩科技有限公司,深圳,15000,3-5年,本科
534,Python技术专家,丰贺信息科技（上海）有限公司,北京,30000,5-10年,本科
535,Python工程师（欧美休闲游戏 双休 不加班）,昊盈信息技术（成都）有限公司,成都,9000,1-3年,本科
536,高级量化开发工程师(Python)【北京/杭州】,北京小龙虾科技有限公司,北京,30000,3-5年,本科
537,python爬虫工程师,昆山可圈可点信息服务有限公司,苏州,15000,3-5年,大专
538,python数据分析师英文流利周末双休,中电金信软件有限公司,广州,20000,3-5年,本科
539,福州Python开发工程师,达而观信息科技（上海）有限公司,福州,10000,1-3年,本科
540,java/c/c++/python/js/测试/运维,北京外企德科人力资源服务上海有限公司,深圳,15000,不限,本科
541,c/c++，java，js，python，go，软件测试，数据开发,北京外企德科人力资源服务上海有限公司,成都,15000,不限,本科
542,python后端开发工程师,湖南同有飞骥科技有限公司,长沙,12000,3-5年,本科
543,python后端开发工程师,北京小钉贴科技有限公司,北京,8000,3-5年,本科
544,Python开发（外包-港资-福利好）,中电金信软件有限公司,广州,15000,5-10年,本科
545,python后端开发工程师,上海趋佳信息科技有限公司,郑州,10000,1-3年,本科
546,python后端开发工程师,上海趋佳信息科技有限公司,上海,15000,3-5年,本科
547,python爬虫工程师,北京拓尔思信息技术股份有限公司,北京,9000,不限,本科
548,软件开发工程师（java/c/c++/python）,华为技术有限公司,西安,20000,3-5年,本科
549,Python游戏开发 (MJ000451),在线途游（北京）科技有限公司,北京,15000,在校/应届,本科
550,Python程序员,帆桁科技（上海）有限公司,上海,15000,3-5年,本科
551,python后端,深圳市爱砂电子商务有限公司,深圳,15000,3-5年,本科
552,python爬虫工程师,北京邦得鼎盛科技有限公司重庆分公司,重庆,4000,1-3年,本科
553,AI 算法应用工程师（c++/python）,芯算一体（深圳）科技有限公司,深圳,15000,1-3年,本科
554,python后端开发工程师,网易（杭州）网络有限公司,杭州,20000,5-10年,本科
555,c/c++，java，js，python、go通用软件开发工程师,北京外企德科人力资源服务上海有限公司,南京,15000,不限,本科
556,JAVA/前端/C/C++/Python/go开发工程师,北京外企德科人力资源服务上海有限公司,深圳,15000,不限,本科
557,python研发工程师,上海趋佳信息科技有限公司,郑州,11000,3-5年,本科
558,Python &amp; Django开发,郑州聚凡科技有限公司,郑州,8000,1-3年,本科
559,Python爬虫工程师,成都文舟快创科技有限公司,成都,15000,3-5年,大专
560,python爬虫工程师,上海亿匹特科技有限公司,上海,10000,1-3年,不限
561,Python软件工程师,北京远大恒通科技发展有限公司,北京,7000,1-3年,本科
562,Python 软件工程师,上海麓联智能科技有限公司,上海,18000,不限,本科
563,Python全栈加人工智能,宝贝乖（北京）科技有限公司,北京,20000,3-5年,本科
564,python后端开发工程师,郑州聚凡科技有限公司,郑州,8000,3-5年,本科
565,python算法工程师,欧泰普（上海）科技有限公司,上海,10000,1-3年,本科
566,高级python开发工程师,成都链安科技有限公司,成都,20000,5-10年,本科
567,中级python开发工程师,成都链安科技有限公司,成都,15000,3-5年,本科
568,python 开发工程师（ RPA方向）,畅捷通信息技术股份有限公司,北京,20000,3-5年,本科
569,Python爬虫,北京千里马网信科技有限公司,北京,15000,3-5年,大专
570,Java/C/C++/Python/JS/测试/运维,北京外企德科人力资源服务上海有限公司,武汉,15000,不限,本科
571,python爬虫工程师(年终奖2-4/周末双休，加班双倍）,北京外企德科人力资源服务上海有限公司,深圳,18000,不限,本科
572,Python爬虫,北京千里马网信科技有限公司,北京,15000,3-5年,大专
573,python爬虫工程师,北京千里马网信科技有限公司,北京,12000,3-5年,大专
574,python数据分析师,深圳市吉迩科技有限公司,深圳,15000,3-5年,本科
575,急聘Python开发工程师,杭州五色云网络技术有限公司,杭州,12000,不限,本科
576,python c++编程老师,天津童程童美科技有限公司,天津,7000,不限,本科
577,python爬虫工程师,上海易宝软件有限公司杭州分公司,杭州,11000,1-3年,本科
578,python后端工程师,杭州奎牛科技有限公司,北京,15000,3-5年,本科
579,python爬虫工程师,北京智慧星光信息技术有限公司,北京,20000,3-5年,本科
580,python软件开发工程师,上海宝莱特网络技术有限公司,上海,8000,不限,本科
581,后台开发工程师（JAVA/GO/C++/PYTHON）,华为技术有限公司,深圳,25000,1-3年,本科
582,python初级开发工程师,深圳市谷尚信息科技有限公司,深圳,10000,1-3年,本科
583,外企德科-华为云计算工程师java/c++/python,西安华为技术有限公司,西安,15000,不限,本科
584,python后端开发工程师,牧原食品股份有限公司,郑州,10000,3-5年,本科
585,c/c++，java，js，python，go，软件测试，数据开发,北京外企德科人力资源服务上海有限公司,上海,15000,不限,本科
586,c/c++，java，js，python、go通用软件开发工程师,北京外企德科人力资源服务上海有限公司,武汉,15000,不限,本科
587,python后端开发实习生,广州甲龙商业有限公司,广州,3000,在校/应届,本科
588,Python 后台开发工程师,上海媒智科技有限公司,上海,15000,3-5年,本科
589,c++ python少儿讲师,天津童程童美科技有限公司,天津,7000,不限,本科
590,Python爬虫实习生,杭州易有料科技有限公司,杭州,3000,在校/应届,本科
591,python开发 (MJ000087),武汉佰悦互娱科技有限公司,广州,20000,不限,本科
592,python开发工程师（图形算法经验）,湖南象盒网络科技有限公司,长沙,8000,3-5年,大专
593,python后端开发工程师,上海安钛飞信息技术有限公司,广州,16000,3-5年,本科
594,python后端开发工程师,广州发业信息科技有限公司,广州,8000,1-3年,本科
595,Python开发工程师（RPA开发方向）,广州发业信息科技有限公司,广州,8000,1-3年,大专
596,python数据分析,深圳市易佰网络科技有限公司武汉分公司,武汉,12000,3-5年,本科
597,python数据开发实习生,上海仲阳天王星数据科技有限公司,上海,4000,在校/应届,本科
598,python数据开发实习生,上海仲阳天王星数据科技有限公司,成都,4000,在校/应届,本科
599,python后端开发工程师,北京肉桂胡椒酱科技有限责任公司,成都,8000,1-3年,大专
600,c/c++，java，js，python，go，软件测试，数据开发,北京外企德科人力资源服务上海有限公司,深圳,15000,不限,本科
601,java/c/c++/python/js/测试/运维,北京外企德科人力资源服务上海有限公司,西安,20000,3-5年,本科
602,python数据开发实习生,上海仲阳天王星数据科技有限公司,深圳,4000,在校/应届,本科
603,python数据开发工程师,上海仲阳天王星数据科技有限公司,深圳,15000,在校/应届,本科
604,中高级python开发工程师,北京尚思源农业科技开发有限公司,天津,11000,3-5年,本科
605,python开发工程师（五险一金双休）,上海安钛飞信息技术有限公司,广州,12000,3-5年,大专
606,Python Data Engineer,普华永道信息技术（上海）有限公司,上海,12000,不限,本科
607,python后端开发工程师,北京快乐开工科技有限公司,北京,20000,3-5年,本科
608,后端开发工程师-Node.js/Python,北京快乐开工科技有限公司,北京,20000,3-5年,本科
609,Python高级开发工程师,杭州鸿致科技有限公司,杭州,10000,1-3年,本科
610,Python高级开发工程师,广州玄道科技有限公司,广州,12000,5-10年,本科
611,Python数据挖掘,青岛永嘎科技有限公司,青岛,5000,1-3年,本科
612,python后端开发工程师,北京庖丁科技有限公司,西安,10000,不限,本科
613,視覺Python/算法工程师G00019,上海展才人力资源有限公司,盐城,20000,5-10年,本科
614,python后端开发工程师,傅利叶动力（北京）科技有限公司,北京,18000,3-5年,本科
615,python数据开发工程师,上海仲阳天王星数据科技有限公司,上海,15000,在校/应届,本科
616,Python系统开发实习生,上海仲阳天王星数据科技有限公司,上海,4000,在校/应届,本科
617,高级Python后端开发,德塔幂方（广州）信息科技有限责任公司,广州,15000,3-5年,本科
618,python后端开发工程师,重庆哈希智能科技有限公司,重庆,10000,3-5年,本科
619,java/c/c++/python/js/测试/运维,华为技术有限公司,北京,15000,1-3年,本科
620,java/c/c++/python/js/测试/运维,华为技术有限公司,西安,15000,1-3年,本科
621,Python开发工程师（实习）,广州云纳信息科技有限公司,广州,3000,在校/应届,大专
622,python开发实习生,达而观信息科技（上海）有限公司,北京,5000,在校/应届,本科
623,scratch、python编程老师 积木,北京博瑞领创科技有限公司,北京,6000,不限,大专
624,Python&nbsp;后端开发工程师 (MJ000300),翼健（上海）信息科技有限公司,上海,12000,1-3年,本科
625,Python 后端开发工程师 (MJ000327),翼健（上海）信息科技有限公司,上海,15000,1-3年,本科
626,python爬虫工程师,上海梭翱信息技术有限公司,上海,16000,1-3年,大专
627,Python/固件开发工程师,北京丰申科技有限公司,北京,3000,在校/应届,硕士
628,python图像处理实习生,北京直引科技有限公司,北京,6000,在校/应届,硕士
629,Python数据工程师,广州掌昆网络科技有限公司,广州,15000,3-5年,本科
630,Python系统开发实习生,上海仲阳天王星数据科技有限公司,深圳,4000,在校/应届,本科
631,Python系统开发工程师,上海仲阳天王星数据科技有限公司,上海,15000,在校/应届,本科
632,高级python开发工程师,北京深言科技有限责任公司,北京,25000,3-5年,本科
633,python安全开发工程师,北京源堡科技有限公司,北京,25000,不限,本科
634,python安全开发工程师,北京源堡科技有限公司,北京,25000,不限,本科
635,python爬虫工程师,北京智慧星光信息技术有限公司,北京,7000,不限,本科
636,python爬虫工程师,上海千杉网络技术发展有限公司,杭州,15000,3-5年,本科
637,中级Python开发工程师,成都亿格人居科技有限公司,成都,12000,3-5年,本科
638,python数据分析,华为技术有限公司,西安,25000,不限,本科
639,python后端开发工程师,广州拼吧信息科技有限公司,广州,10000,3-5年,本科
640,python测试开发工程师,珠海奔图电子有限公司,珠海,10000,3-5年,本科
641,【华为OD】C/C++/java/python/js高级工程师,华为技术有限公司,成都,20000,不限,本科
642,python后端开发工程师,北京古灵阁科技有限公司,北京,22000,3-5年,本科
643,资深自动化测试工程师（Python/Java/JS),亿磐系统（深圳）有限公司,成都,15000,5-10年,本科
644,python后端开发,景生星月信息科技（北京）有限公司,北京,4000,在校/应届,本科
645,Python系统开发工程师,上海仲阳天王星数据科技有限公司,深圳,15000,在校/应届,本科
646,Python系统开发工程师 (MJ000233),上海仲阳天王星数据科技有限公司,成都,15000,不限,本科
647,python后端开发,景生星月信息科技（北京）有限公司,北京,4000,在校/应届,本科
648,Python开发工程师（实习）,上海玄信资产管理中心（有限合伙）,上海,5000,在校/应届,本科
649,python开发实习生,北京华道资本投资有限公司,北京,3000,在校/应届,本科
650,Python网络爬虫开发（实习）,上海数旦信息技术有限公司,上海,4000,不限,本科
651,Python后端开发实习生（重庆岗）(Z2306),上海茗日智能科技有限公司,重庆,2000,在校/应届,本科
652,Python开发实习生,上海茗日智能科技有限公司,上海,3000,在校/应届,本科
653,python爬虫工程师,北京岁月桔子科技有限公司,北京,2000,在校/应届,本科
654,Python实习生,北京岁月桔子科技有限公司,北京,2000,在校/应届,本科
655,python开发实习生,上海闵行区青悦环保信息技术服务中心,上海,4000,在校/应届,大专
656,python爬虫实习工程师,上海闵行区青悦环保信息技术服务中心,上海,4000,在校/应届,大专
657,python开发工程师（外派道富）,浙江网新恒天软件有限公司,杭州,9000,在校/应届,本科
658,python后端开发工程师助理,夸克云智科技（深圳）有限公司,深圳,3000,在校/应届,大专
659,Python爬虫工程师（实习生）,观澜网络（杭州）有限公司,杭州,4000,在校/应届,不限
660,Python数据开发工程师 (MJ000232),上海仲阳天王星数据科技有限公司,成都,15000,不限,本科
661,python爬虫工程师,深圳市乐思软件技术有限公司,深圳,6000,在校/应届,本科
662,Python开发工程师-成都,成都华为技术有限公司,成都,15000,1-3年,本科
663,python后端开发工程师,杭州映云科技有限公司,昆明,10000,在校/应届,本科
664,2022校招Python开发工程师(J10248),深圳云天励飞技术股份有限公司,深圳,18000,在校/应届,不限
665,中高级python后台工程师,广州探迹科技有限公司,广州,15000,3-5年,本科
666,python技术助理,北京思瑞明创软件科技有限公司,北京,3000,在校/应届,本科
667,python爬虫工程师,北京聚源锐思数据科技有限公司,北京,8000,在校/应届,本科
668,Python编程老师,武汉卡巴教育咨询有限公司,武汉,8000,不限,本科
669,Python数据开发实习生【200-400元/日】,上海仲阳天王星数据科技有限公司,成都,6000,在校/应届,本科
670,python高级工程师,成都华为技术有限公司,成都,15000,1-3年,本科
671,Python量化开发工程师,武汉镜像科技有限公司,武汉,15000,不限,本科
672,python机器学习,北京代码空间科技有限公司,天津,2000,在校/应届,本科
673,数据挖掘师/python工程师,成都健数科技有限公司,成都,7000,1-3年,本科
674,python助教,成都环宇知了科技有限公司,成都,6000,1-3年,本科
