,岗位,企业,城市,薪资,经验,学历
340,java开发工程师,上海亘岩网络科技有限公司,上海,20000.0,1-3年,本科
341,java开发工程师,上海睿沃信息科技有限公司,深圳,14000.0,3-5年,本科
342,java高级开发工程师,上海森浦信息服务有限公司,上海,15000.0,3-5年,本科
343,java开发工程师,中科软科技股份有限公司,北京,8000.0,1-3年,本科
344,java开发工程师,上海睿沃信息科技有限公司,上海,18000.0,5-10年,本科
345,java开发工程师,上海睿沃信息科技有限公司,上海,18000.0,5-10年,本科
346,java开发工程师,金蝶软件（中国）有限公司,郑州,8000.0,3-5年,本科
347,java开发工程师,杭州乌鸫科技有限公司,杭州,15000.0,3-5年,本科
348,java开发工程师,友邦资讯科技（广州）有限公司,成都,15000.0,5-10年,本科
349,java开发工程师,国药控股国大药房有限公司,上海,10000.0,3-5年,本科
350,java开发工程师,泰豪软件股份有限公司,呼和浩特,9000.0,3-5年,本科
351,java开发工程师,泰豪软件股份有限公司,合肥,8000.0,1-3年,本科
352,java开发工程师,北京东方华数信息技术有限公司,西安,12000.0,3-5年,本科
353,java开发工程师,深圳市脉山龙信息技术股份有限公司,深圳,18000.0,3-5年,本科
354,java开发工程师,中科软科技股份有限公司,北京,8000.0,1-3年,本科
355,Java开发工程师,金蝶软件（中国）有限公司,深圳,16000.0,3-5年,本科
356,高级java开发工程师,北京浮德光电科技有限公司,北京,30000.0,5-10年,本科
357,高级java开发工程师,北京搜狐新媒体信息技术有限公司,北京,20000.0,3-5年,本科
358,java高级开发工程师,成都淞幸科技有限责任公司,北京,25000.0,5-10年,本科
359,java开发工程师,雄安云起技术有限公司北京分公司,北京,17000.0,5-10年,大专
360,java开发工程师,泰豪软件股份有限公司,长春,8000.0,3-5年,本科
361,java开发工程师,北京容联易通信息技术有限公司,佛山,15000.0,3-5年,本科
362,java开发工程师,雄安云起技术有限公司北京分公司,北京,17000.0,5-10年,大专
363,java开发工程师,融捷教育科技有限公司,北京,15000.0,1-3年,本科
364,高级java开发工程师,广东致创数字科技有限公司,佛山,15000.0,3-5年,本科
365,高级java开发工程师,浙江保融科技股份有限公司,杭州,18000.0,3-5年,本科
366,java开发工程师,杭州邦睿科技有限公司,杭州,11000.0,1-3年,本科
367,java开发工程师,北京摩尔斯科技有限公司,成都,12000.0,3-5年,本科
368,JAVA开发工程师,屈臣氏珠海横琴管理咨询有限公司深圳分公司,深圳,15000.0,3-5年,本科
369,java开发工程师,北京及时语智能科技有限公司,北京,15000.0,3-5年,本科
370,JAVA工程师,杭州邦睿科技有限公司,杭州,11000.0,3-5年,本科
371,JAVA工程师,中科软科技股份有限公司,北京,13000.0,3-5年,本科
372,java开发工程师,广州市幸福网络技术有限公司,广州,15000.0,5-10年,本科
373,高级java开发工程师,泰康在线财产保险股份有限公司,北京,15000.0,3-5年,本科
374,java开发工程师,深圳市前海一方科技研发集团有限公司,成都,11000.0,3-5年,本科
375,JAVA开发工程师,深圳市客路网络科技有限公司,上海,12000.0,3-5年,本科
376,java开发工程师,北京普睿德利科技有限公司,青岛,7000.0,1-3年,本科
377,java开发工程师,京北方信息技术股份有限公司,北京,17000.0,3-5年,本科
378,高级java开发工程师,深圳光汇石油集团股份有限公司,深圳,20000.0,5-10年,本科
379,java开发工程师,亚信科技（中国）有限公司,天津,7000.0,1-3年,大专
380,高级java开发工程师,上海唯都市场营销策划股份有限公司,上海,25000.0,5-10年,本科
381,java高级开发工程师,深圳市万睿智能科技有限公司,深圳,20000.0,5-10年,本科
382,java开发工程师,成都管家婆云科技有限公司,成都,13000.0,5-10年,大专
383,java开发工程师,北京优一至简科技有限公司,北京,10000.0,3-5年,大专
384,java开发工程师,深圳市睿服科技有限公司,深圳,13000.0,3-5年,本科
385,java开发工程师,上海品腾信息技术有限公司,上海,15000.0,3-5年,本科
386,java开发工程师,慧至健达（上海）信息技术有限责任公司,上海,20000.0,5-10年,本科
387,高级java开发工程师,深圳市领星网络科技有限公司,深圳,30000.0,3-5年,本科
388,Java开发工程师,北京普睿德利科技有限公司,东莞,10000.0,3-5年,本科
389,java开发工程师,京北方信息技术股份有限公司,广州,12000.0,3-5年,本科
390,java开发工程师,上海碧蔓智能科技有限公司,上海,15000.0,3-5年,大专
391,java开发工程师,上海申元工程投资咨询有限公司,上海,15000.0,5-10年,本科
392,java工程师,上海国泰君安证券资产管理有限公司,上海,20000.0,3-5年,硕士
393,java开发工程师,广东睿盟计算机科技有限公司,广州,7000.0,1-3年,本科
394,java开发工程师,上海劢联企业管理咨询有限公司,上海,18000.0,5-10年,本科
395,高级java开发工程师,四川炎赫科技股份有限公司,成都,10000.0,3-5年,大专
396,java开发工程师,南京叶子科技有限公司,东莞,13000.0,5-10年,本科
397,java开发工程师,上海东方龙新媒体有限公司,上海,11000.0,3-5年,本科
398,java开发工程师,京北方信息技术股份有限公司,深圳,13000.0,3-5年,本科
399,java高级开发工程师,北京三快在线科技有限公司,北京,25000.0,3-5年,本科
400,java开发工程师,成都管家婆云科技有限公司,成都,10000.0,3-5年,本科
401,高级java开发工程师,中电金信软件有限公司,上海,18000.0,5-10年,大专
402,java开发工程师,北京普睿德利科技有限公司,青岛,7000.0,1-3年,本科
403,java开发工程师,上海森浦信息服务有限公司,北京,15000.0,3-5年,本科
404,java开发工程师,深圳市汇合发展有限公司,成都,14000.0,3-5年,本科
405,java开发工程师,深圳市睿服科技有限公司,广州,15000.0,3-5年,大专
406,java开发工程师,深圳市睿服科技有限公司,深圳,13000.0,3-5年,本科
407,java开发工程师,慧至健达（上海）信息技术有限责任公司,上海,20000.0,5-10年,本科
408,Java开发工程师,北京普睿德利科技有限公司,广州,10000.0,3-5年,本科
409,java开发工程师,京北方信息技术股份有限公司,广州,12000.0,3-5年,本科
410,Java工程师,北京大数据先进技术研究院,北京,20000.0,不限,本科
411,java开发工程师,蜂助手股份有限公司,广州,13000.0,3-5年,本科
412,高级java开发工程师,上海维信荟智金融科技有限公司,上海,15000.0,3-5年,本科
413,java开发工程师,维恩贝特科技有限公司,深圳,18000.0,5-10年,本科
414,java开发工程师,深圳市汇合发展有限公司,杭州,15000.0,3-5年,本科
415,java开发工程师,深圳市汇合发展有限公司,杭州,10000.0,1-3年,本科
416,java工程师,上扬软件（上海）有限公司,武汉,9000.0,1-3年,本科
417,java开发工程师,京北方信息技术股份有限公司,北京,16000.0,3-5年,本科
418,高级java开发工程师,上海景栗信息科技有限公司,上海,18000.0,3-5年,本科
419,高级JAVA开发工程师,北京君禾世纪科技有限公司,北京,25000.0,5-10年,本科
420,高级java开发工程师,广州龙腾出行网络科技有限公司,广州,15000.0,3-5年,本科
421,java开发工程师,京北方信息技术股份有限公司,成都,14000.0,3-5年,本科
422,java开发工程师,京北方信息技术股份有限公司,成都,12000.0,5-10年,本科
423,Java开发工程师,雄岸區塊鏈集團有限公司,深圳,25000.0,3-5年,本科
424,java高级开发工程师,上扬软件（上海）有限公司,武汉,12000.0,3-5年,本科
425,java高级开发工程师,上扬软件（上海）有限公司,北京,15000.0,5-10年,本科
426,java开发工程师,上海图源素数字科技有限公司,武汉,10000.0,不限,本科
427,java开发工程师,卓望数码技术（深圳）有限公司广州分公司,北京,15000.0,3-5年,本科
428,java开发工程师,北京祖睿科技有限公司,北京,15000.0,3-5年,本科
429,java开发工程师,北京车之家信息技术有限公司,北京,20000.0,5-10年,本科
430,java开发工程师,上海零与壹软件有限公司,桂林,5000.0,不限,大专
431,java高级开发工程师,上海清裔钲商务咨询有限公司,上海,20000.0,5-10年,本科
432,java开发工程师,上海清裔钲商务咨询有限公司,上海,10000.0,1-3年,本科
433,java开发工程师,广州市凝新信息科技有限公司,广州,17000.0,5-10年,本科
434,java高级开发工程师,北京华源格林科技有限公司,北京,12000.0,3-5年,本科
435,java开发工程师,北京铸云网络科技有限公司,北京,15000.0,3-5年,本科
436,java开发工程师,深圳市汇合发展有限公司,成都,11000.0,3-5年,本科
437,高级Java开发工程师,北京臻盛网络技术有限公司,北京,30000.0,5-10年,本科
438,Java开发工程师,深圳市博奥特科技有限公司,深圳,14000.0,3-5年,大专
439,java开发工程师,广州羊城通有限公司,广州,9000.0,1-3年,本科
440,java开发工程师,杭州数途信息科技有限公司,杭州,15000.0,3-5年,本科
441,Java开发工程师,北京新微科技有限公司,北京,15000.0,3-5年,本科
442,java开发工程师,上海翼多信息咨询有限公司,上海,15000.0,3-5年,本科
443,java开发工程师,深圳市汇合发展有限公司,杭州,12000.0,3-5年,本科
444,高级java开发工程师,上海易路软件有限公司,上海,30000.0,5-10年,本科
445,高级java开发工程师,中国联合网络通信有限公司深圳市分公司,深圳,20000.0,3-5年,本科
446,java开发工程师,北京白龙马云行科技有限公司,厦门,10000.0,3-5年,大专
447,Java开发工程师,亚信科技（中国）有限公司,成都,10000.0,不限,本科
448,Java开发工程师,亚信科技（中国）有限公司,北京,15000.0,不限,本科
449,java开发工程师,上海零与壹软件有限公司,上海,8000.0,不限,本科
450,高级java开发工程师,京北方信息技术股份有限公司,深圳,18000.0,5-10年,本科
451,Java开发工程师,京北方信息技术股份有限公司,成都,11000.0,3-5年,本科
452,java高级开发工程师,中科软科技股份有限公司,北京,12000.0,5-10年,本科
453,java开发工程师,深圳市名通科技股份有限公司,深圳,10000.0,1-3年,本科
454,java开发工程师,维恩贝特科技有限公司,深圳,15000.0,5-10年,本科
455,java开发工程师,广州市景心科技股份有限公司,广州,10000.0,1-3年,本科
456,java开发工程师,杭州数途信息科技有限公司,杭州,15000.0,3-5年,本科
457,java开发工程师,深圳市汇合发展有限公司,杭州,12000.0,3-5年,本科
458,高级java开发工程师,上海茵赫实业有限公司,上海,20000.0,3-5年,本科
459,java高级开发工程师,上海文沥信息技术有限公司,上海,15000.0,5-10年,本科
460,java高级开发工程师,北京铸云网络科技有限公司,北京,20000.0,5-10年,本科
461,java开发工程师,阳光保险集团股份有限公司,青岛,8000.0,3-5年,本科
462,java高级开发工程师,福寿康（上海）医疗养老服务有限公司,上海,15000.0,3-5年,本科
463,java高级开发工程师,成都智元汇信息技术股份有限公司,成都,13000.0,5-10年,本科
464,高级java开发工程师,杭州米友圈科技有限公司,杭州,18000.0,5-10年,本科
465,java开发工程师,上海零与壹软件有限公司,上海,8000.0,不限,本科
466,java高级开发工程师,成都义幻医疗科技有限公司,成都,15000.0,5-10年,本科
467,java开发工程师,华为技术有限公司,西安,10000.0,1-3年,本科
468,java开发工程师,杭州米友圈科技有限公司,杭州,15000.0,5-10年,大专
469,高级java开发工程师,广东瀚阳轨道信息科技有限公司,广州,14000.0,5-10年,本科
470,Java开发工程师,北京新微科技有限公司,廊坊,8000.0,3-5年,本科
471,Java高级开发工程师,美的集团股份有限公司,佛山,25000.0,5-10年,本科
472,高级Java开发工程师,北京搜狐新媒体信息技术有限公司,北京,25000.0,3-5年,不限
473,java开发工程师,北京鲸榄网络科技有限公司,北京,15000.0,5-10年,本科
474,Java开发工程师,屈臣氏珠海横琴管理咨询有限公司深圳分公司,深圳,12000.0,3-5年,本科
475,java开发工程师,杭州城市大脑有限公司,杭州,10000.0,1-3年,本科
476,java高级开发工程师,杭州米友圈科技有限公司,杭州,18000.0,3-5年,本科
477,JAVA开发工程师,特赞（上海）信息科技有限公司,上海,20000.0,3-5年,本科
478,Java开发工程师,上海文景信息科技有限公司,北京,12000.0,3-5年,本科
479,java开发工程师,算话智能科技有限公司,上海,9000.0,1-3年,本科
480,Java高级开发工程师,美的集团股份有限公司,佛山,25000.0,5-10年,本科
481,高级Java开发工程师,北京搜狐新媒体信息技术有限公司,北京,25000.0,3-5年,不限
482,高级Java开发工程师,国泰财产保险有限责任公司,上海,25000.0,5-10年,本科
483,JAVA高级开发工程师,杭州绿云科技有限公司,杭州,15000.0,3-5年,本科
484,Java开发工程师,屈臣氏珠海横琴管理咨询有限公司深圳分公司,深圳,12000.0,3-5年,本科
485,java开发工程师,杭州觅睿科技股份有限公司,杭州,12000.0,3-5年,本科
486,java开发工程师,上海收钱吧互联网科技股份有限公司,上海,20000.0,3-5年,本科
487,Java开发工程师,上海收钱吧互联网科技股份有限公司,上海,20000.0,3-5年,本科
488,java开发工程师,算话智能科技有限公司,上海,9000.0,1-3年,本科
489,高级Java开发工程师,蜂助手股份有限公司,广州,18000.0,5-10年,本科
490,Java开发工程师,上海文景信息科技有限公司,北京,12000.0,3-5年,本科
491,Java开发工程师,上海浦东发展银行股份有限公司信用卡中心,上海,25000.0,1-3年,本科
492,高级Java开发工程师,泰康在线财产保险股份有限公司,武汉,15000.0,3-5年,本科
493,java开发工程师,浙江创邻科技有限公司,杭州,15000.0,1-3年,本科
494,java工程师,杭州博彦信息技术有限公司,广州,11000.0,3-5年,本科
495,java开发工程师,上海宝旗信息科技有限公司,上海,15000.0,3-5年,本科
496,高级java开发工程师,广东瀚阳轨道信息科技有限公司,广州,15000.0,3-5年,本科
497,java开发工程师,西安人瑞网络科技有限公司,郑州,12000.0,3-5年,本科
498,java开发工程师,西安人瑞网络科技有限公司,广州,18000.0,不限,本科
499,java开发工程师,杭州蔻蔻品牌管理有限公司,杭州,12000.0,3-5年,本科
500,高级java开发工程师,北京江融信科技有限公司,北京,19000.0,5-10年,本科
501,Java开发工程师,杭州榜置科技有限公司,杭州,14000.0,5-10年,本科
502,java开发工程师,广州探迹科技有限公司,广州,15000.0,3-5年,本科
503,java开发工程师,深圳市小亿网络有限公司,深圳,15000.0,3-5年,本科
504,java开发工程师,慧博云通科技股份有限公司,宁波,10000.0,3-5年,本科
505,Java开发工程师,上海亘岩网络科技有限公司,上海,15000.0,1-3年,本科
506,java开发工程师,淘礼礼贸易（深圳）有限公司,深圳,9000.0,1-3年,本科
507,java开发工程师,北京江融信科技有限公司,上海,10000.0,不限,本科
508,java开发工程师,深圳市领星网络科技有限公司,深圳,20000.0,1-3年,本科
509,JAVA工程师,广州希音供应链管理有限公司,南京,20000.0,3-5年,本科
510,高级Java开发工程师,政采云有限公司,杭州,19000.0,3-5年,本科
511,Java开发工程师,北京车之家信息技术有限公司,北京,15000.0,不限,本科
512,java高级开发工程师,深圳楚星软件有限公司,深圳,13000.0,5-10年,大专
513,java工程师,京北方信息技术股份有限公司,济南,10000.0,3-5年,大专
514,Java开发工程师,联易融数字科技集团有限公司,深圳,18000.0,不限,本科
515,java开发工程师,西安人瑞网络科技有限公司,深圳,15000.0,1-3年,本科
516,java开发工程师,成都云图睿视科技有限公司,成都,6000.0,3-5年,本科
517,JAVA开发工程师,杭州中湘科技有限公司,广州,15000.0,1-3年,本科
518,java开发工程师,鼐特（北京）信息技术有限公司,北京,10000.0,1-3年,本科
519,java开发工程师,深圳市睿服科技有限公司,济南,9000.0,1-3年,本科
520,java开发工程师,上海磐农信息科技有限公司,苏州,13000.0,5-10年,本科
521,java开发工程师,深圳市睿服科技有限公司,深圳,16000.0,3-5年,本科
522,java开发工程师,上海宝旗信息科技有限公司,上海,15000.0,3-5年,本科
523,高级java开发工程师,恩士迅信息科技（中国）有限责任公司,成都,15000.0,5-10年,本科
524,java,北京泰斯听科技有限公司,拉萨,15000.0,不限,本科
525,高级java开发工程师,深圳市睿服科技有限公司,青岛,14000.0,3-5年,大专
526,java开发工程师,西安人瑞网络科技有限公司,广州,18000.0,不限,本科
527,java开发工程师,淘礼礼贸易（深圳）有限公司,深圳,9000.0,1-3年,本科
528,java开发工程师,北京江融信科技有限公司,北京,10000.0,不限,本科
529,JAVA工程师,上海速强信息技术股份有限公司,上海,8000.0,1-3年,大专
530,高级java开发工程师,广州市绿蕃茄软件科技有限公司,广州,12000.0,5-10年,本科
531,高级java开发工程师,北京欧美澳软件技术有限公司,合肥,12000.0,5-10年,本科
532,java开发工程师,深圳市网新新思软件有限公司,深圳,14000.0,3-5年,大专
533,java工程师,深圳楚星软件有限公司,深圳,15000.0,5-10年,本科
534,java开发工程师,赞同科技股份有限公司,苏州,11000.0,1-3年,本科
535,高级java开发工程师,京北方信息技术股份有限公司,北京,20000.0,5-10年,本科
536,java高级开发工程师,上海数瞳信息科技有限公司,上海,18000.0,5-10年,本科
537,java高级开发工程师,深圳彩橙树信息科技有限公司,深圳,25000.0,5-10年,大专
538,java高级开发工程师,浙江新蓝网络传媒有限公司,杭州,16000.0,3-5年,本科
539,高级java开发工程师,上海幕库科技发展有限公司,上海,18000.0,3-5年,本科
540,高级java开发工程师,北京江融信科技有限公司,广州,20000.0,5-10年,本科
541,Java开发工程师,广州华资软件技术有限公司,广州,9000.0,1-3年,本科
542,Java开发工程师,上海三零卫士信息安全有限公司,成都,12000.0,3-5年,本科
543,高级Java开发工程师,深圳市领星网络科技有限公司,深圳,30000.0,3-5年,本科
544,java开发工程师,北京浮德光电科技有限公司,北京,20000.0,5-10年,本科
545,高级java开发工程师,广州希音供应链管理有限公司,广州,20000.0,5-10年,本科
546,java开发工程师,广州麦田信息技术有限公司,广州,10000.0,1-3年,本科
547,java开发工程师,厦门美图之家科技有限公司,深圳,18000.0,3-5年,本科
548,java开发工程师,杭州博彦信息技术有限公司,深圳,13000.0,5-10年,大专
549,高级java开发工程师,佛山美云智数科技有限公司,武汉,13000.0,5-10年,大专
550,Java开发工程师,京北方信息技术股份有限公司,广州,15000.0,3-5年,本科
551,java开发工程师,北京浮德光电科技有限公司,上海,12000.0,3-5年,本科
552,java开发工程师,中电金信软件有限公司,广州,15000.0,3-5年,本科
553,java高级开发工程师,中追（北京）科技有限公司,北京,15000.0,5-10年,本科
554,高级java开发工程师,阿里巴巴（中国）有限公司,杭州,25000.0,1-3年,本科
555,高级java开发工程师,深圳市领星网络科技有限公司,深圳,30000.0,3-5年,本科
556,java开发工程师,ネットエンジン株式会社,海外,15000.0,3-5年,本科
557,java开发工程师,合肥图哇科技有限公司,合肥,12000.0,5-10年,本科
558,Java工程师,京北方信息技术股份有限公司,珠海,11000.0,3-5年,本科
559,高级java开发工程师,美的集团股份有限公司,武汉,20000.0,5-10年,本科
560,java开发工程师,深圳市脉山龙信息技术股份有限公司,上海,15000.0,3-5年,本科
561,高级java开发工程师,携程计算机技术（上海）有限公司,上海,25000.0,3-5年,本科
562,java开发工程师,杭州数正云悦科技合伙企业（有限合伙）,杭州,15000.0,3-5年,本科
563,java开发工程师,广东森旭通用设备科技有限公司,佛山,15000.0,5-10年,本科
564,java开发工程师,郑州百衔网络科技有限公司,郑州,5000.0,不限,本科
565,java开发工程师,惠尔丰信息系统有限公司,福州,15000.0,5-10年,本科
566,高级java开发工程师,杭州富阳海康保泰安防技术服务有限公司,杭州,13000.0,3-5年,本科
567,java开发工程师,北京中招互连应用科技有限公司,北京,13000.0,3-5年,本科
568,java开发工程师,广州新晨信息系统工程有限公司,广州,12000.0,3-5年,本科
569,java开发工程师,上海亘岩网络科技有限公司,上海,20000.0,1-3年,本科
570,java开发工程师,北京雷霆万钧网络科技有限责任公司,深圳,8000.0,1-3年,本科
571,java开发工程师,深圳市脉山龙信息技术股份有限公司,上海,15000.0,3-5年,本科
572,高级java开发工程师,携程计算机技术（上海）有限公司,上海,25000.0,3-5年,本科
573,java开发工程师,郑州百衔网络科技有限公司,郑州,5000.0,不限,本科
574,java开发工程师,泰豪软件股份有限公司,南昌,10000.0,3-5年,本科
575,java高级开发工程师,苏州汇川技术有限公司,苏州,20000.0,10年以上,本科
576,java高级开发工程师,成都普朗克科技有限公司,成都,16000.0,5-10年,本科
577,java开发工程师,京北方信息技术股份有限公司,北京,16000.0,3-5年,本科
578,java高级开发工程师,上海森浦信息服务有限公司,宁波,12000.0,1-3年,本科
579,java工程师,北京智煜健康科技有限公司,南京,20000.0,3-5年,本科
580,java开发工程师,金蝶软件（中国）有限公司,郑州,8000.0,3-5年,本科
581,java开发工程师,泰豪软件股份有限公司,北京,18000.0,5-10年,本科
582,java开发工程师,杭州乌鸫科技有限公司,杭州,15000.0,3-5年,本科
583,高级java开发工程师,上海企望软件科技有限公司,济南,20000.0,1-3年,硕士
584,JAVA工程师,上海博斯腾网络科技有限公司,上海,12000.0,1-3年,本科
585,java开发工程师,北京容联易通信息技术有限公司,佛山,15000.0,3-5年,本科
586,java开发工程师,融捷教育科技有限公司,北京,15000.0,1-3年,本科
587,高级java开发工程师,广东致创数字科技有限公司,佛山,15000.0,3-5年,本科
588,高级java开发工程师,贝壳找房（北京）科技有限公司,北京,20000.0,1-3年,本科
589,Java开发工程师,北京普睿德利科技有限公司,贵阳,10000.0,1-3年,本科
590,java开发工程师,精智数云（广东）科技有限公司,佛山,8000.0,3-5年,大专
591,java开发工程师,杭州邦睿科技有限公司,杭州,11000.0,1-3年,本科
592,JAVA工程师,中科软科技股份有限公司,北京,13000.0,3-5年,本科
593,java开发工程师,广州市幸福网络技术有限公司,广州,15000.0,5-10年,本科
594,java开发工程师,上海亘岩网络科技有限公司,上海,20000.0,3-5年,本科
595,java开发工程师,深圳市前海一方科技研发集团有限公司,成都,11000.0,3-5年,本科
596,java开发工程师,深圳微众信用科技股份有限公司,深圳,15000.0,5-10年,本科
597,高级java开发工程师,希望知舟技术（深圳）有限公司,深圳,11000.0,3-5年,本科
598,java开发工程师,合肥网达软件有限公司,合肥,10000.0,3-5年,本科
599,java工程师,杭州谐云科技有限公司,杭州,13000.0,3-5年,本科
600,Java高级开发工程师,武汉屈臣氏个人用品商店有限公司广州分公司,广州,10000.0,5-10年,本科
601,java开发工程师,北京中科智加科技有限公司,成都,9000.0,3-5年,本科
602,java开发工程师,合肥网达软件有限公司,合肥,10000.0,3-5年,本科
603,Java开发工程师,金蝶软件（中国）有限公司,深圳,16000.0,5-10年,本科
604,java开发工程师,安徽屹通信息科技发展有限公司,北京,13000.0,3-5年,本科
605,高级java开发工程师,上海喜鹊到网络技术有限公司,上海,17000.0,5-10年,本科
606,高级java开发工程师,上扬软件（上海）有限公司,武汉,15000.0,5-10年,本科
607,java工程师,京北方信息技术股份有限公司,北京,16000.0,3-5年,本科
608,java高级开发工程师,成都卡社诺网络技术有限责任公司,重庆,20000.0,3-5年,本科
609,java开发工程师,深圳市鹏鼎创盈金融信息服务股份有限公司,深圳,15000.0,3-5年,本科
610,java开发工程师,杭州邦睿科技有限公司,杭州,11000.0,1-3年,本科
611,java开发工程师,隆平高科信息技术（北京）有限公司,北京,15000.0,1-3年,本科
612,java开发工程师,杭州邦睿科技有限公司,杭州,10000.0,1-3年,本科
613,JAVA开发工程师,上海创景信息科技有限公司,上海,12000.0,1-3年,本科
614,java开发工程师,杭州雅拓信息技术有限公司郑州分公司,郑州,8000.0,3-5年,本科
615,java工程师,京北方信息技术股份有限公司,北京,16000.0,3-5年,本科
616,java开发工程师,深圳市汇合发展有限公司,杭州,15000.0,3-5年,本科
617,java开发工程师,杭州乌鸫科技有限公司,杭州,15000.0,1-3年,本科
618,Java开发工程师,苏州卓曜智能科技有限公司,苏州,10000.0,5-10年,本科
619,JAVA工程师,科睿特软件集团股份有限公司,南昌,8000.0,3-5年,大专
620,java开发工程师,南京叶子科技有限公司,东莞,13000.0,5-10年,本科
621,java开发工程师,上海东方龙新媒体有限公司,上海,11000.0,3-5年,本科
622,java开发工程师,成都管家婆云科技有限公司,成都,10000.0,3-5年,本科
623,高级java开发工程师,中电金信软件有限公司,上海,18000.0,5-10年,大专
624,java开发工程师,北京普睿德利科技有限公司,青岛,7000.0,1-3年,本科
625,java开发工程师,深圳市汇合发展有限公司,深圳,14000.0,3-5年,本科
626,java高级开发工程师,上海睿沃信息科技有限公司,深圳,20000.0,5-10年,本科
627,java开发工程师,杭州博彦信息技术有限公司,广州,15000.0,3-5年,本科
628,高级java开发工程师,广州微易软件有限公司,广州,18000.0,5-10年,本科
629,java高级开发工程师,杰为软件系统（深圳）有限公司,佛山,14000.0,5-10年,本科
630,java开发工程师,久远谦长（北京）技术服务有限公司,北京,15000.0,不限,本科
631,java开发工程师,上海图源素数字科技有限公司,杭州,10000.0,不限,本科
632,Java开发工程师,广州趣米网络科技有限公司,广州,8000.0,1-3年,本科
633,java开发工程师,深圳市汇合发展有限公司,杭州,15000.0,3-5年,本科
634,高级java开发工程师,上海森浦信息服务有限公司,上海,15000.0,3-5年,本科
635,java开发工程师,北京润通丰华科技有限公司,北京,13000.0,1-3年,本科
636,高级java开发工程师,上海景栗信息科技有限公司,上海,18000.0,3-5年,本科
637,java开发工程师,京北方信息技术股份有限公司,成都,14000.0,3-5年,本科
638,java开发工程师,京北方信息技术股份有限公司,成都,12000.0,5-10年,本科
639,java高级开发工程师,上海咪啰信息科技有限公司,上海,15000.0,3-5年,本科
640,高级java开发工程师,杭州玖欣物联科技有限公司,杭州,15000.0,5-10年,本科
641,java开发工程师,上海速石信息科技有限公司,上海,20000.0,3-5年,本科
642,java开发工程师,天津职引科技有限公司,天津,7000.0,3-5年,本科
643,java开发工程师,中科软科技股份有限公司,上海,10000.0,1-3年,本科
644,高级java开发工程师,友邦资讯科技（广州）有限公司,成都,15000.0,5-10年,本科
645,java开发工程师,京北方信息技术股份有限公司,北京,12000.0,不限,大专
646,java开发工程师,上海速石信息科技有限公司,上海,20000.0,3-5年,本科
647,高级java开发工程师,上海瑞妮丝医疗美容门诊部有限公司,上海,15000.0,3-5年,本科
648,高级java开发工程师,友邦资讯科技（广州）有限公司,成都,15000.0,5-10年,本科
649,高级java开发工程师,成都仰格科技有限责任公司,成都,20000.0,不限,本科
650,java开发工程师,卓望数码技术（深圳）有限公司广州分公司,北京,15000.0,3-5年,本科
651,java开发工程师,京北方信息技术股份有限公司,深圳,14000.0,3-5年,本科
652,java开发工程师,北京新桥技术发展有限公司,北京,8000.0,不限,本科
653,java开发工程师,广东百德朗科技有限公司,广州,10000.0,3-5年,本科
654,java开发工程师,德科信息有限公司,深圳,15000.0,3-5年,本科
655,java开发工程师,精程（上海）网络科技有限公司,上海,10000.0,1-3年,本科
656,高级java开发工程师,建信金融科技有限责任公司,深圳,30000.0,5-10年,本科
657,java开发工程师,绿城科技产业服务集团有限公司,杭州,10000.0,1-3年,本科
658,java高级开发工程师,北京君禾世纪科技有限公司,北京,20000.0,5-10年,本科
659,高级java开发工程师,金蝶软件（中国）有限公司,深圳,25000.0,5-10年,本科
660,java开发工程师,深圳乐言科技有限公司,深圳,8000.0,不限,本科
661,高级java开发工程师,深圳市领星网络科技有限公司,深圳,30000.0,3-5年,本科
662,java开发工程师,深圳市小赢科技有限责任公司,深圳,12000.0,1-3年,本科
663,java高级开发工程师,北京中电博亚科技有限公司,北京,25000.0,5-10年,本科
664,java开发工程师,北京美摄网络科技有限公司,北京,15000.0,3-5年,本科
665,java开发工程师,智库人工智能科技（广州）有限公司,广州,15000.0,3-5年,本科
666,java开发工程师,创新奇智（北京）科技有限公司,北京,15000.0,5-10年,本科
667,java开发工程师,平安付智能技术有限公司,上海,15000.0,3-5年,本科
668,高级java开发工程师,广州宸祺出行科技有限公司,广州,20000.0,5-10年,本科
669,JAVA开发工程师,北京泛为信息科技有限公司,上海,15000.0,1-3年,本科
670,JAVA开发工程师,天翼云科技有限公司,广州,15000.0,5-10年,本科
671,java开发工程师,深圳市睿服科技有限公司,上海,10000.0,3-5年,本科
672,Java开发工程师,京北方信息技术股份有限公司,成都,11000.0,3-5年,本科
673,高级java开发工程师,锋泾（中国）建材集团有限公司,上海,25000.0,5-10年,大专
674,Java开发工程师,完美世界（北京）软件科技发展有限公司,北京,15000.0,1-3年,本科
675,java开发工程师,京北方信息技术股份有限公司,西安,8000.0,3-5年,本科
676,Java开发工程师,京北方信息技术股份有限公司,深圳,12000.0,不限,本科
677,Java开发工程师,深圳市小赢科技有限责任公司,深圳,10000.0,不限,本科
678,Java开发工程师,北京臻盛网络技术有限公司,北京,20000.0,3-5年,本科
679,java高级开发工程师,上海事成软件股份有限公司,苏州,10000.0,1-3年,大专
680,Java开发工程师,北京新微科技有限公司,北京,15000.0,3-5年,本科
