职位,公司,城市,区域,薪资,经验,学历,详情页
Java开发工程师 (商业云平台),成都恩希云科技有限公司,成都,武侯区,11k-20k,3-5年,本科,https://www.lagou.com/wn/jobs/11085037.html
高级后端开发（Go/Java）,深圳市客路网络科技有限公司,深圳,福田区,25k-50k,5-10年,本科,https://www.lagou.com/wn/jobs/11085421.html
java架构师,圆通速递有限公司,上海,青浦区,25k-40k,5-10年,本科,https://www.lagou.com/wn/jobs/11082475.html
Java资深开发工程师,五八同城信息技术有限公司,北京,朝阳区,30k-60k,3-5年,本科,https://www.lagou.com/wn/jobs/11078438.html
后端开发工程师-java,广东美的制冷设备有限公司,佛山,顺德区,15k-25k,5-10年,本科,https://www.lagou.com/wn/jobs/11078009.html
09613I-理赔Java工程师（专场）,平安健康保险股份有限公司,上海,徐汇区,15k-25k,1-3年,本科,https://www.lagou.com/wn/jobs/11077861.html
短视频营运推广平台高级JAVA开发工程师,杭州龙席网络科技股份有限公司,杭州,余杭区,22k-35k,3-5年,本科,https://www.lagou.com/wn/jobs/11077171.html
高级JAVA开发,广东亿迅科技有限公司,广州,天河区,13k-20k,3-5年,本科,https://www.lagou.com/wn/jobs/11072895.html
java架构师,广东美的制冷设备有限公司,武汉,洪山区,25k-50k,10年以上,本科,https://www.lagou.com/wn/jobs/11072554.html
java高级工程师,上海速强信息技术股份有限公司,上海,浦东新区,13k-18k,3-5年,大专,https://www.lagou.com/wn/jobs/11069799.html
资深java工程师（支付清结算）,上海绘享网络科技有限公司,上海,长宁区,20k-35k,5-10年,本科,https://www.lagou.com/wn/jobs/11065011.html
java讲师,成都蜗牛创想科技有限公司,南京,江宁区,18k-22k,3-5年,本科,https://www.lagou.com/wn/jobs/11080635.html
java运维工程师,淘礼礼贸易（深圳）有限公司,深圳,南山区,8k-12k,1-3年,本科,https://www.lagou.com/wn/jobs/11079818.html
java架构师,湖南微步信息科技有限责任公司,长沙,岳麓区,18k-35k,5-10年,本科,https://www.lagou.com/wn/jobs/11080269.html
09613A-保单服务java工程师（专场）,平安健康保险股份有限公司,上海,徐汇区,15k-25k,3-5年,本科,https://www.lagou.com/wn/jobs/11077708.html
中级Java工程师-互联网-通话团队（广州）,北京合力亿捷科技股份有限公司,广州,天河区,10k-13k,3-5年,本科,https://www.lagou.com/wn/jobs/11077771.html
java开发【韩语流利】,友邦资讯科技（广州）有限公司,北京,东城区,20k-35k,5-10年,本科,https://www.lagou.com/wn/jobs/11073189.html
Java高级开发工程师 (MJ008551),北京搜狐新媒体信息技术有限公司,天津,滨海新区,15k-25k,1-3年,本科,https://www.lagou.com/wn/jobs/11074178.html
中级java开发工程师,加绩（上海）科技服务有限公司,上海,黄浦区,17k-18k,3-5年,本科,https://www.lagou.com/wn/jobs/11071400.html
11610T-资深Java开发工程师,平安科技（深圳）有限公司,深圳,南山区,15k-30k,5-10年,本科,https://www.lagou.com/wn/jobs/11071772.html
Java研发工程师（海外用户增长-社交营销方向）,上海寻梦信息技术有限公司,上海,长宁区,25k-50k,不限,本科,https://www.lagou.com/wn/jobs/11069324.html
java后端开发工程师,亚信科技（中国）有限公司,北京,大兴区,12k-20k,3-5年,本科,https://www.lagou.com/wn/jobs/11066803.html
java开发组长/项目经理,京北方信息技术股份有限公司,成都,武侯区,15k-24k,10年以上,本科,https://www.lagou.com/wn/jobs/11067061.html
资深Java工程师（供应链） (MJ007694),广州希音供应链管理有限公司,广州,番禺区,28k-40k,5-10年,本科,https://www.lagou.com/wn/jobs/11062116.html
java架构师(j10352),深圳市捷顺科技实业股份有限公司,深圳,龙华新区,30k-40k,5-10年,本科,https://www.lagou.com/wn/jobs/11061283.html
Java开发工程师（交付中心） (MJ000847),赞同科技股份有限公司,深圳,福田区,12k-20k,3-5年,本科,https://www.lagou.com/wn/jobs/11058963.html
高级Java开发工程师 -【视频架构】,北京达佳互联信息技术有限公司,北京,海淀区,25k-45k,3-5年,本科,https://www.lagou.com/wn/jobs/11049939.html
Java web工程师,广州中望龙腾软件股份有限公司,广州,天河区,15k-25k,3-5年,本科,https://www.lagou.com/wn/jobs/11051614.html
Java开发专家（公共服务）,上海阑途信息技术有限公司,上海,闵行区,40k-55k,5-10年,本科,https://www.lagou.com/wn/jobs/11049371.html
服务端工程师 （Java）,抖音视界（北京）有限公司,北京,朝阳区,20k-40k,3-5年,本科,https://www.lagou.com/wn/jobs/11047521.html
java中级软件工程师,深圳太极数智技术有限公司,深圳,福田区,15k-20k,3-5年,本科,https://www.lagou.com/wn/jobs/11043101.html
JAVA工程师 (MJ000178),上海杉欣科技发展（集团）有限公司,长春,南关区,9k-13k,1-3年,本科,https://www.lagou.com/wn/jobs/11041635.html
高级java工程师,广州希音供应链管理有限公司,广州,番禺区,15k-30k,3-5年,本科,https://www.lagou.com/wn/jobs/11040496.html
java后台开发工程师,广东智源信息技术有限公司,广州,越秀区,6k-12k,1年以下,本科,https://www.lagou.com/wn/jobs/11036378.html
Java软件开发工程师,MicroWorld株式会社,海外,海外,18k-35k,不限,本科,https://www.lagou.com/wn/jobs/11039058.html
JAVA开发（银行+双休+平时有加班费）,深圳市汇合发展有限公司,深圳,南山区,15k-26k,3-5年,本科,https://www.lagou.com/wn/jobs/11035178.html
java软件工程师,浙江保融科技股份有限公司,杭州,余杭区,13k-25k,3-5年,本科,https://www.lagou.com/wn/jobs/11032342.html
08610U-高级java开发工程师,平安养老保险股份有限公司,上海,浦东新区,15k-25k,1-3年,本科,https://www.lagou.com/wn/jobs/11030293.html
中级Java开发工程师,广州华资软件技术有限公司,广州,天河区,10k-15k,1-3年,本科,https://www.lagou.com/wn/jobs/11027842.html
研发专家（Java/C++/GO后台开发方向）,天翼云科技有限公司,广州,海珠区,30k-50k,10年以上,本科,https://www.lagou.com/wn/jobs/11023286.html
中高级java开发工程师,京北方信息技术股份有限公司,广州,天河区,11k-20k,3-5年,本科,https://www.lagou.com/wn/jobs/11019302.html
Java工程师（台州）,威富通科技有限公司,台州,椒江区,7k-14k,1-3年,本科,https://www.lagou.com/wn/jobs/11011104.html
Java 技术专家--交易场域组-招选搭投方向,行吟信息科技（上海）有限公司,上海,黄浦区,40k-75k,5-10年,本科,https://www.lagou.com/wn/jobs/11004158.html
java软件工程师（移动端）,深圳达实旗云健康科技有限公司,深圳,南山区,15k-20k,3-5年,本科,https://www.lagou.com/wn/jobs/10996157.html
java开发工程师(j10000),上海美市科技有限公司,上海,浦东新区,15k-25k,3-5年,本科,https://www.lagou.com/wn/jobs/10996203.html
后端开发工程师-Java-X2853Y,美的集团股份有限公司,武汉,洪山区,15k-25k,3-5年,本科,https://www.lagou.com/wn/jobs/10996579.html
JAVA开发工程师(009256),中信银行股份有限公司信用卡中心,深圳,福田区,20k-40k,3-5年,本科,https://www.lagou.com/wn/jobs/10995025.html
java开发专家,杭州当贝网络科技有限公司,杭州,滨江区,15k-25k,5-10年,本科,https://www.lagou.com/wn/jobs/10994982.html
高级后端开发工程师-Java-S3692D,美的集团股份有限公司,佛山,禅城区,15k-25k,3-5年,本科,https://www.lagou.com/wn/jobs/10994834.html
Java技术专家（数据平台）,山景智能（北京）科技有限公司,北京,朝阳区,30k-60k,5-10年,本科,https://www.lagou.com/wn/jobs/10995359.html
中高级java开发工程师,上海收钱吧互联网科技股份有限公司,苏州,虎丘区,25k-35k,5-10年,本科,https://www.lagou.com/wn/jobs/10993853.html
Java软件工程师-运通国际,广州广电运通金融电子股份有限公司,广州,黄埔区,7k-12k,不限,本科,https://www.lagou.com/wn/jobs/10993274.html
Java开发工程师（devops方向）(009209),中信银行股份有限公司信用卡中心,深圳,福田区,25k-35k,1-3年,本科,https://www.lagou.com/wn/jobs/10990448.html
大数据应用研发工程师（JAVA）,丰图科技（深圳）有限公司,深圳,南山区,25k-45k,5-10年,本科,https://www.lagou.com/wn/jobs/10990156.html
java自动化测试,维恩贝特科技有限公司,深圳,罗湖区,12k-15k,3-5年,大专,https://www.lagou.com/wn/jobs/10989671.html
资深java开发工程师,北京默契破冰科技有限公司,北京,东城区,35k-55k,5-10年,本科,https://www.lagou.com/wn/jobs/10988947.html
后端开发工程师-Java-U4950I,美的集团股份有限公司,佛山,禅城区,15k-25k,3-5年,本科,https://www.lagou.com/wn/jobs/10994705.html
高级后端开发工程师-Java-S3692D,美的集团股份有限公司,佛山,禅城区,15k-25k,3-5年,本科,https://www.lagou.com/wn/jobs/10994834.html
115169-资深Java开发工程师,平安科技（深圳）有限公司,深圳,南山区,15k-30k,5-10年,本科,https://www.lagou.com/wn/jobs/10979499.html
自动化测试工程师（web、接口自动化；python/java）,上海亘岩网络科技有限公司,上海,闵行区,15k-30k,3-5年,本科,https://www.lagou.com/wn/jobs/10978365.html
高级/资深Java开发工程师,五八同城信息技术有限公司,北京,朝阳区,25k-50k,不限,本科,https://www.lagou.com/wn/jobs/10973164.html
java后端开发工程师（远程居家办公）,上海威弘信息科技有限公司,上海,浦东新区,15k-22k,3-5年,本科,https://www.lagou.com/wn/jobs/10973489.html
赴日 JAVA工程师,ネットエンジン株式会社,海外,海外,15k-30k,1-3年,本科,https://www.lagou.com/wn/jobs/10972404.html
java工程师/专家,上海寻梦信息技术有限公司,上海,长宁区,20k-40k,不限,本科,https://www.lagou.com/wn/jobs/10967240.html
Java开发工程师（北京）,北京石头世纪科技股份有限公司,北京,昌平区,20k-35k,3-5年,本科,https://www.lagou.com/wn/jobs/10961251.html
中级java工程师,上海速强信息技术股份有限公司,上海,闵行区,12k-14k,3-5年,本科,https://www.lagou.com/wn/jobs/10960280.html
JAVA开发工程师-数字人民币,北银金融科技有限责任公司,北京,海淀区,15k-30k,3-5年,本科,https://www.lagou.com/wn/jobs/10958356.html
java技术经理,上海碧蔓智能科技有限公司,上海,闵行区,20k-30k,5-10年,本科,https://www.lagou.com/wn/jobs/10955615.html
配送技术-java架构师,北京三快在线科技有限公司,北京,朝阳区,35k-60k,5-10年,本科,https://www.lagou.com/wn/jobs/10955265.html
JAVA工程师（会员营销方向）(JYXY1),多点生活（中国）数字科技有限公司,武汉,东湖新技术开发区,12k-20k,3-5年,本科,https://www.lagou.com/wn/jobs/10955103.html
Java高级工程师（会员营销方向）(Q0444),多点生活（中国）数字科技有限公司,武汉,东湖新技术开发区,20k-30k,5-10年,本科,https://www.lagou.com/wn/jobs/10955129.html
Java开发工程师（上海）,北京石头世纪科技股份有限公司,上海,浦东新区,20k-35k,3-5年,本科,https://www.lagou.com/wn/jobs/10961242.html
中级java工程师,上海速强信息技术股份有限公司,上海,闵行区,12k-14k,3-5年,本科,https://www.lagou.com/wn/jobs/10960280.html
高级Java工程师(J12103),上海中通吉网络技术有限公司,上海,青浦区,20k-40k,5-10年,本科,https://www.lagou.com/wn/jobs/10952016.html
Java高级工程师,亿咖通（湖北）技术有限公司,杭州,滨江区,25k-40k,3-5年,本科,https://www.lagou.com/wn/jobs/10946642.html
资深后台开发工程师-JAVA（机器学习平台） (MJ007309),广州希音供应链管理有限公司,深圳,南山区,35k-45k,5-10年,本科,https://www.lagou.com/wn/jobs/10939567.html
java开发工程师（中级）,上海文沥信息技术有限公司,上海,普陀区,13k-20k,3-5年,本科,https://www.lagou.com/wn/jobs/10941234.html
Java架构师(J27875),五八同城信息技术有限公司,北京,朝阳区,30k-40k,5-10年,本科,https://www.lagou.com/wn/jobs/10934611.html
java项目经理,杭州雅拓信息技术有限公司,杭州,拱墅区,20k-35k,5-10年,本科,https://www.lagou.com/wn/jobs/10935953.html
Java开发工程师-V4658L,北京致远互联软件股份有限公司,成都,武侯区,10k-20k,5-10年,本科,https://www.lagou.com/wn/jobs/10927417.html
JAVA工程师 福利好(100023),深圳市汇合发展有限公司,杭州,滨江区,13k-23k,3-5年,本科,https://www.lagou.com/wn/jobs/10920508.html
高级java工程师（财务方向）,广州希音供应链管理有限公司,南京,雨花台区,20k-25k,5-10年,本科,https://www.lagou.com/wn/jobs/10920096.html
java开发,上海集度汽车有限公司,北京,朝阳区,25k-45k,3-5年,本科,https://www.lagou.com/wn/jobs/10918556.html
Java技术专家-服务管控 (MJ000183),北京白龙马云行科技有限公司,北京,朝阳区,30k-45k,5-10年,本科,https://www.lagou.com/wn/jobs/10915788.html
java架构师-自研16薪,深圳市慧择软件集团有限公司,深圳,南山区,50k-70k,5-10年,本科,https://www.lagou.com/wn/jobs/10911386.html
java开发工程师（财务天平）-【商业平台研发组】,北京达佳互联信息技术有限公司,北京,海淀区,25k-45k,3-5年,本科,https://www.lagou.com/wn/jobs/10912940.html
java工程师（14-16薪-线上面试）,西安人瑞网络科技有限公司,南京,雨花台区,15k-30k,1-3年,本科,https://www.lagou.com/wn/jobs/10914701.html
java架构师/技术专家,友邦资讯科技（广州）有限公司,广州,越秀区,28k-36k,10年以上,本科,https://www.lagou.com/wn/jobs/10913969.html
Java开发-【数据平台】,行吟信息科技（上海）有限公司,上海,黄浦区,30k-60k,3-5年,本科,https://www.lagou.com/wn/jobs/10908467.html
java架构师(j11013),五八同城信息技术有限公司,北京,朝阳区,35k-50k,5-10年,本科,https://www.lagou.com/wn/jobs/10909880.html
游戏java工程师,成都淇酷文化传媒有限公司,成都,高新区,12k-20k,1-3年,大专,https://www.lagou.com/wn/jobs/10902703.html
Java开发工程师（中级/高级）,深圳市金证科技股份有限公司,成都,武侯区,15k-30k,3-5年,本科,https://www.lagou.com/wn/jobs/10902035.html
Senior Java Developer(O7954),多点生活（中国）数字科技有限公司,成都,高新区,18k-30k,5-10年,本科,https://www.lagou.com/wn/jobs/10897264.html
java后端架构师,成都普朗克科技有限公司,成都,天府新区,18k-25k,5-10年,本科,https://www.lagou.com/wn/jobs/10896800.html
java后端开发,好喔科技（北京）有限公司,北京,海淀区,17k-20k,3-5年,本科,https://www.lagou.com/wn/jobs/10897700.html
java资深架构师,北京卓越晨星科技有限公司,成都,武侯区,20k-35k,5-10年,本科,https://www.lagou.com/wn/jobs/10890996.html
java开发工程师（长沙）,广州海颐软件有限公司,长沙,天心区,7k-14k,1-3年,本科,https://www.lagou.com/wn/jobs/10890927.html
java中高级开发工程师,フューテック株式会社,北京,朝阳区,25k-50k,3-5年,本科,https://www.lagou.com/wn/jobs/10885904.html
java开发工程师-pos,国药控股国大药房有限公司,上海,黄浦区,10k-15k,1-3年,本科,https://www.lagou.com/wn/jobs/10881924.html
java系统架构师,杭州雅拓信息技术有限公司,杭州,拱墅区,22k-35k,5-10年,本科,https://www.lagou.com/wn/jobs/10881618.html
高级java工程师-财务方向,北京白龙马云行科技有限公司,北京,朝阳区,30k-60k,3-5年,本科,https://www.lagou.com/wn/jobs/10868851.html
