岗位,公司名称,城市,薪资,经历要求,学历
python开发工程师,成都运荔枝科技有限公司,成都,10k-15k,5-10年,大专
python开发工程师,远江盛邦（北京）网络安全科技股份有限公司,西安,8k-13k,在校/应届,本科
Python开发工程师,广州易度网络信息有限公司,广州,10k-15k,1-3年,本科
python开发工程师,上海优宁维生物科技股份有限公司,上海,17k-23k,1-3年,本科
python工程师,昇腾技术（深圳）有限公司,深圳,8k-15k,在校/应届,本科
python开发工程师,辽宁北斗云数字科技有限公司,沈阳,5k-10k,在校/应届,本科
python开发工程师,北京迈迪培尔信息技术有限公司,北京,6k-12k,在校/应届,本科
python开发工程师,上海穰川信息技术有限公司,上海,15k-25k,在校/应届,本科
python开发工程师,北京音娱时光科技有限公司,北京,25k-35k,3-5年,本科
python开发工程师,成都了了科技有限公司,成都,5k-10k,在校/应届,本科
python开发工程师,华云信息技术工程有限公司,成都,12k-18k,3-5年,本科
python开发工程师（双休+五险一金全额）,北京外企德科人力资源服务上海有限公司,武汉,15k-30k,1-3年,本科
通用研发c/c++/java/js/python/php/go,北京外企德科人力资源服务上海有限公司,南京,15k-30k,不限,本科
python开发工程师,华云信息技术工程有限公司,成都,12k-18k,3-5年,本科
python开发工程师,深圳任展管理咨询有限公司,深圳,30k-50k,5-10年,本科
python,成都曦顺人力资源管理有限公司,杭州,15k-25k,3-5年,本科
互联网业务-Go/Python后端开发工程师,富途网络科技（深圳）有限公司,深圳,18k-35k,1-3年,本科
python工程师,北京锐仕方达人力资源集团有限公司重庆分公司,石家庄,13k-18k,3-5年,大专
python开发工程师,科锐数字科技（苏州）有限公司,西安,15k-30k,3-5年,本科
python开发工程师,科锐数字科技（苏州）有限公司,深圳,15k-30k,不限,本科
python开发工程师,科锐尔人力资源服务（苏州）有限公司,深圳,20k-40k,3-5年,本科
python开发工程师,上海睿资达企业管理咨询有限公司,北京,20k-30k,不限,本科
python开发工程师,先路（北京）咨询有限公司,成都,15k-25k,不限,本科
python开发工程师,先路（北京）咨询有限公司,成都,15k-20k,3-5年,本科
python开发工程师,陕西科锐尔人力资源服务有限公司,东莞,13k-25k,3-5年,本科
python开发工程师,科锐尔人力资源服务（苏州）有限公司,深圳,20k-40k,不限,本科
C++/C/Java/Python/GO开发工程师,北京外企德科人力资源服务上海有限公司,深圳,17k-25k,不限,本科
python开发工程师,北京外企德科人力资源服务上海有限公司,东莞,14k-26k,不限,本科
python开发工程师,科锐数字科技（苏州）有限公司,深圳,13k-26k,不限,本科
python开发工程师,陕西科锐尔人力资源服务有限公司,武汉,15k-30k,1-3年,本科
python开发工程师,陕西科锐尔人力资源服务有限公司,深圳,15k-30k,1-3年,本科
python开发工程师,先路（北京）咨询有限公司,广州,20k-40k,5-10年,本科
python开发工程师,苏州赤兔企业管理有限公司,北京,40k-60k,3-5年,本科
python开发工程师,成都科之锐人力资源服务有限公司,深圳,19k-35k,1-3年,本科
python开发,艾利安人才服务（上海）有限公司,上海,12k-15k,1-3年,本科
python开发工程师,武汉康德雷格企业管理有限公司,西安,11k-12k,3-5年,本科
python开发,杭州锐致商务咨询有限公司,西安,20k-40k,1-3年,本科
python开发工程师,成都科之锐人力资源服务有限公司,上海,19k-35k,1-3年,本科
python开发工程师,恩斯特无锡企业管理咨询有限公司,北京,35k-50k,不限,本科
python开发工程师,恩斯特无锡企业管理咨询有限公司,北京,30k-45k,不限,本科
python开发工程师,科锐数字科技（苏州）有限公司,西安,16k-32k,不限,本科
python开发工程师,北京外企德科人力资源服务上海有限公司,苏州,15k-30k,不限,本科
python开发工程师,北京外企德科人力资源服务上海有限公司,武汉,14k-15k,不限,本科
python开发工程师,陕西科锐尔人力资源服务有限公司,西安,10k-20k,不限,大专
python开发工程师,成都科之锐人力资源服务有限公司,深圳,15k-30k,1-3年,本科
python开发工程师,成都科之锐人力资源服务有限公司,上海,20k-30k,1-3年,本科
python开发工程师,科锐数字科技（苏州）有限公司,西安,20k-40k,不限,本科
python工程师,埃摩森网络科技（上海）有限公司,无锡,15k-25k,不限,本科
python开发工程师,武汉尚仕杰企业管理顾问有限公司,苏州,20k-40k,不限,本科
python开发工程师,上海睿资达企业管理咨询有限公司,北京,40k-60k,不限,本科
python开发工程师,陕西科锐尔人力资源服务有限公司,西安,20k-40k,3-5年,本科
python,湖北添楚瀚才传媒有限公司,北京,17k-30k,3-5年,本科
python开发工程师,上海睿资达企业管理咨询有限公司,上海,25k-40k,3-5年,硕士
python开发工程师,上海仕进信息科技有限公司,上海,28k-40k,5-10年,本科
高级python开发工程师,江苏虫洞电子商务有限公司,杭州,15k-30k,1-3年,本科
Python开发实习生,成都亚然科技中心,成都,4k-6k,不限,大专
python开发工程师,北京外企德科人力资源服务上海有限公司,武汉,15k-30k,不限,本科
python开发工程师,北京外企德科人力资源服务上海有限公司,深圳,20k-30k,3-5年,本科
python后端开发工程师,广州比高网络科技有限公司,广州,10k-15k,1-3年,本科
python爬虫工程师,广州比高网络科技有限公司,广州,12k-16k,1-3年,本科
软件开发(java/C++/C/python/前端)工程师,华为技术有限公司,成都,15k-30k,1-3年,本科
python爬虫工程师,广州领匠网络科技有限公司,广州,20k-40k,5-10年,大专
python开发工程师(在家办公),北京游道易网络文化有限公司,广州,15k-25k,3-5年,本科
python后端开发工程师,成都炜烨科技有限公司,成都,5k-8k,1-3年,大专
高级python开发工程师,上海灏程企业管理顾问有限公司,广州,20k-30k,5-10年,本科
java/c++/c/python/web前端\测试,华为技术有限公司,杭州,14k-28k,不限,本科
python爬虫工程师,深圳市云鹤网络科技有限公司,深圳,12k-20k,3-5年,大专
Python开发工程师-北京,北京码博科技有限公司,北京,11k-16k,1-3年,本科
python开发工程师 (MJ005637),广州希音供应链管理有限公司,深圳,20k-40k,3-5年,本科
高级python开发工程师,深圳茂源资本资产管理有限公司,深圳,20k-40k,3-5年,本科
高级python开发工程师,深圳茂源资本资产管理有限公司,深圳,20k-40k,3-5年,本科
python开发工程师,北京外企德科人力资源服务上海有限公司,深圳,18k-36k,1-3年,本科
python开发工程师,北京外企德科人力资源服务上海有限公司,成都,15k-30k,不限,本科
java/c++/c/python/web前端\测试,华为技术有限公司,北京,14k-28k,不限,本科
java/c++/c/python/web前端\测试,华为技术有限公司,上海,14k-28k,不限,本科
高级python开发工程师,深圳茂源资本资产管理有限公司,深圳,20k-40k,3-5年,本科
兼职python爬虫工程师,深圳市贝德汇软件有限公司,深圳,10k-15k,不限,不限
软件开发工程师 Java c c++ python js,华为技术有限公司,东莞,17k-27k,不限,本科
Java/python/前端/C++/C开发—南京,陕西科锐尔人力资源服务有限公司,南京,15k-30k,不限,本科
python爬虫工程师,北京易百解科技有限公司,北京,15k-30k,不限,不限
软件开发工程师 Java c c++ python js,华为技术有限公司,武汉,17k-27k,不限,本科
python数据开发工程师,深圳市磐泷智投数据有限公司,深圳,10k-15k,1-3年,本科
Python实习,北京新火科技有限公司,北京,3k-4k,在校/应届,本科
Python数据工程师,深圳市磐泷智投数据有限公司,深圳,10k-15k,1-3年,本科
python后端开发工程师,艾利安人才服务（上海）有限公司,北京,15k-25k,不限,本科
python后端开发工程师,三星（中国）投资有限公司,北京,20k-35k,不限,本科
python开发工程师,北京外企德科人力资源服务上海有限公司,武汉,15k-30k,不限,本科
python开发工程师,北京外企德科人力资源服务上海有限公司,武汉,13k-26k,不限,本科
java/c++/c/python/web前端\测试,华为技术有限公司,成都,14k-28k,不限,本科
软件开发工程师 Java c c++ python js,华为技术有限公司,深圳,17k-27k,不限,本科
Python量化开发工程师,深圳市磐泷智投数据有限公司,深圳,20k-30k,3-5年,硕士
python后端开发工程师,上海晓暮网络科技有限公司,武汉,4k-8k,在校/应届,不限
Python后端实习生,上海好火的科技有限公司,上海,4k-8k,在校/应届,不限
Python实习生,上海好火的科技有限公司,上海,4k-8k,在校/应届,不限
python爬虫工程师,杭州务新网络科技有限公司,杭州,15k-25k,1-3年,大专
资深python开发工程师,威廉欧奈尔信息科技（上海）有限公司,上海,25k-40k,3-5年,本科
高级python开发工程师,威廉欧奈尔信息科技（上海）有限公司,上海,25k-40k,3-5年,本科
python后端实习生,上海晓暮网络科技有限公司,上海,4k-8k,在校/应届,不限
python后端开发工程师,瞬联软件科技（北京）有限公司上海分公司,上海,13k-20k,1-3年,本科
Python开发-23届,上海敬在信息技术有限公司,西安,5k-10k,在校/应届,本科
后端算法工程师（python）,上海智臻智能网络科技股份有限公司,上海,20k-40k,3-5年,本科
python开发工程师,北京外企德科人力资源服务上海有限公司,北京,20k-30k,不限,本科
python开发工程师,北京外企德科人力资源服务上海有限公司,武汉,12k-22k,1-3年,本科
Python实习生,上海好火的科技有限公司,上海,4k-8k,不限,本科
python后端工程师,上海好火的科技有限公司,苏州,4k-8k,在校/应届,不限
Python开发工程师（广州）,贵阳高登世德金融科技有限公司,广州,10k-15k,3-5年,本科
Java/C++/Python//运维/C,中软国际科技服务有限公司,西安,15k-30k,3-5年,本科
Java/测试/安卓/运维/C++/Python,中软国际科技服务有限公司,西安,15k-30k,3-5年,本科
后端开发工程师（Python）,杭州德睿智药科技有限公司,杭州,12k-20k,不限,本科
python爬虫工程师（高级）,高维互娱科技（北京）有限公司,北京,15k-20k,3-5年,本科
Go/Python研发工程师,深圳永安在线科技有限公司,深圳,25k-35k,3-5年,本科
python数据分析讲师,河南量子矩阵科技有限公司,郑州,8k-13k,3-5年,本科
python教师,深圳乐博乐博教育科技有限公司益田分公司,深圳,6k-12k,1年以下,大专
游戏开发（Lua，C++，C#，Python）,德科信息有限公司,广州,10k-15k,不限,本科
网络安全研发?程师（Python）,郑州赛欧思科技有限公司,郑州,10k-15k,3-5年,本科
python开发工程师(第三方,北京百度网讯科技有限公司,上海,15k-25k,1-3年,本科
python开发工程师,北京外企德科人力资源服务上海有限公司,深圳,15k-30k,1-3年,本科
python开发工程师,北京外企德科人力资源服务上海有限公司,武汉,15k-30k,1-3年,本科
Python算法（风控业务）,中软国际科技服务有限公司,西安,10k-20k,3-5年,本科
python开发工程师(第三方,北京百度网讯科技有限公司,上海,15k-25k,1-3年,本科
python爬虫工程师,深圳禾略贝塔信息科技有限公司,重庆,6k-9k,3-5年,本科
Python实习生,深圳市磐泷智投数据有限公司,深圳,4k-6k,不限,本科
python自动化测试,南宁千禾软件技术有限公司,深圳,10k-15k,3-5年,本科
python实习生,深圳市磐泷智投数据有限公司,深圳,4k-6k,不限,本科
数据研发?程师（python）,郑州赛欧思科技有限公司,郑州,5k-10k,不限,本科
python后端开发工程师,麦可（西安）网络科技有限公司,西安,10k-15k,3-5年,大专
python爬虫工程师,湖南语亦云科技有限公司,长沙,7k-14k,1-3年,不限
Go/Python后端研发工程师(J57808),百度在线网络技术（北京）有限公司,北京,25k-50k,1-3年,本科
Python研发工程师(J58097),百度在线网络技术（北京）有限公司,北京,25k-50k,1-3年,本科
python开发（人工智能）,南京制典网络科技有限公司,南京,10k-20k,1-3年,大专
python开发实习生,达而观信息科技（上海）有限公司,上海,4k-6k,在校/应届,本科
python开发工程师,北京外企德科人力资源服务上海有限公司,东莞,10k-20k,1-3年,本科
python开发工程师,北京外企德科人力资源服务上海有限公司,西安,13k-26k,1-3年,本科
Python开发中级工程师,北京盈科千信科技有限公司,北京,11k-15k,1-3年,本科
c++/python软件工程师,之江实验室,杭州,15k-25k,不限,硕士
python爬虫工程师,北京华城翻译中心有限公司,北京,11k-18k,1-3年,本科
后端开发工程师（java、c/c++、python、go）,华为技术有限公司,西安,18k-35k,不限,本科
python后端工程师,浙江天垂科技有限公司,杭州,15k-30k,不限,本科
python后端开发工程师,深圳市布桐游戏有限公司,深圳,18k-25k,3-5年,大专
java/c++/c/python/web前端\测试,华为技术有限公司,武汉,14k-28k,不限,本科
python全栈开发工程师（ j53346）,百度在线网络技术（北京）有限公司,北京,30k-45k,3-5年,本科
python爬虫开发,北京华城翻译中心有限公司,北京,10k-15k,不限,本科
Python 数据采集,苏州零泉科技有限公司,苏州,6k-10k,1-3年,本科
Python研发工程师,观源（上海）科技有限公司,上海,15k-25k,3-5年,本科
python爬虫工程师,上海泛微网络科技股份有限公司,上海,15k-30k,1-3年,本科
12613K-Python开发工程师,深圳平安综合金融服务有限公司,上海,20k-30k,3-5年,本科
python开发工程师,北京外企德科人力资源服务上海有限公司,武汉,15k-30k,不限,本科
python开发工程师,北京外企德科人力资源服务上海有限公司,深圳,16k-32k,不限,本科
java/c++/c/python/web前端\测试,华为技术有限公司,南京,14k-28k,不限,本科
java/c++/c/python/web前端\测试,华为技术有限公司,西安,14k-28k,不限,本科
python后端开发工程师,上海循宇投资管理有限公司,上海,20k-35k,3-5年,本科
python开发（周末双休、不加班）,中电金信软件有限公司,广州,15k-20k,5-10年,本科
python后端开发工程师,上海蜚语信息科技有限公司,上海,15k-30k,3-5年,本科
Python Developer,深圳前海智龙资本管理有限公司,深圳,15k-20k,在校/应届,本科
RPA开发工程师（熟练python）,深圳市同和信息技术有限公司,深圳,11k-13k,3-5年,大专
Python Engineer,久远谦长（北京）技术服务有限公司,北京,18k-30k,3-5年,本科
python后端开发工程师,苏州沃时数字科技有限公司,苏州,10k-16k,1-3年,本科
python测试工程师,上海清序科技有限公司,上海,10k-12k,3-5年,本科
Python软件工程师,上海艾连信息技术有限公司,上海,7k-9k,1-3年,本科
python后端开发工程师（ai方向）,深圳市易佰网络科技有限公司武汉分公司,武汉,12k-20k,3-5年,本科
python后端开发工程师,深圳素问智能信息技术有限公司,南京,10k-15k,1-3年,本科
python开发工程师,北京外企德科人力资源服务上海有限公司,西安,12k-24k,不限,本科
python开发工程师,北京外企德科人力资源服务上海有限公司,北京,15k-30k,不限,本科
java/c/c++/python/go/js/web/测试...,华为技术有限公司,深圳,15k-30k,不限,本科
C/C++/Java/C#/Python开发工程师,华为技术有限公司,成都,15k-30k,1-3年,本科
python后端工程师,深圳素问智能信息技术有限公司,深圳,10k-16k,1-3年,本科
python后端开发工程师,杭州映云科技有限公司,北京,25k-35k,3-5年,本科
Python开发工程师 (MJ000115),北京永信至诚科技股份有限公司,北京,10k-18k,3-5年,本科
python全栈,北京游道易网络文化有限公司,北京,15k-25k,1-3年,本科
python后端开发工程师,四川凯普顿信息技术股份有限公司,成都,16k-25k,3-5年,本科
Python工程师（人工智能）,浙商期货有限公司,杭州,15k-30k,不限,本科
python实习生（非应届生）,达而观信息科技（上海）有限公司,成都,4k-6k,在校/应届,本科
Python实习生,深圳市磐泷智投数据有限公司,深圳,4k-6k,在校/应届,本科
（高级）Python开发工程师,上海合合信息科技股份有限公司,上海,20k-35k,3-5年,本科
Python开发(数据工程方向),奥智元科技（深圳）有限公司,深圳,15k-20k,1-3年,本科
Python开发实习生,百姓网股份有限公司,上海,3k-5k,在校/应届,本科
python开发工程师（双休，年终奖2-4个月）,北京外企德科人力资源服务上海有限公司,深圳,18k-35k,不限,本科
c/c++，java，js，python、go通用软件开发工程师,北京外企德科人力资源服务上海有限公司,东莞,15k-30k,不限,本科
c/c++，java，js，python、go通用软件开发工程师,华为技术有限公司,武汉,6k-7k,不限,本科
Python后端专家（成都）,北京特拉库塔科技有限公司,成都,28k-50k,5-10年,本科
Python后端专家（北京）,北京特拉库塔科技有限公司,北京,30k-50k,5-10年,本科
python程序员（自动化开发）,深圳市惠群商业数据技术有限公司,深圳,7k-12k,不限,本科
Technical Support/ Python开发工程师,友邦资讯科技（广州）有限公司,广州,15k-20k,5-10年,本科
Python开发实习生,达而观信息科技（上海）有限公司,上海,4k-6k,在校/应届,本科
python开发实习生,北京聚智国传科技有限公司,北京,3k-6k,不限,本科
Python高级工程师,北京尽调云科技有限公司,北京,20k-25k,5-10年,本科
python后端开发工程师,北京尽调云科技有限公司,北京,10k-20k,1-3年,本科
python、C++编程老师,北京博瑞领创科技有限公司,北京,6k-12k,不限,本科
python后端开发工程师,深圳市捎客转运物流有限公司,深圳,15k-25k,5-10年,本科
python爬虫开发,深圳航路信息服务有限公司,深圳,8k-16k,1-3年,大专
高级python开发工程师,广东赛博威信息科技有限公司,广州,12k-20k,3-5年,本科
c/c++，java，js，python，go，软件测试，数据开发,北京外企德科人力资源服务上海有限公司,西安,15k-30k,不限,本科
java/c/c++/python/go/js/web/测试/软件开发/双休,北京外企德科人力资源服务上海有限公司,西安,15k-30k,不限,本科
高级python开发工程师,广东赛博威信息科技有限公司,广州,12k-20k,3-5年,本科
python爬虫工程师,恩特科信息科技（杭州）有限责任公司,杭州,12k-18k,1-3年,本科
Python数据处理工程师,广东杰纳医药科技有限公司,广州,8k-16k,1-3年,本科
python数据处理工程师,广东杰纳医药科技有限公司,广州,10k-18k,1-3年,本科
python后端开发工程师,泰坦科技（深圳）有限公司,深圳,15k-20k,3-5年,本科
python后端开发工程师,深圳道乐科技有限公司,广州,11k-20k,不限,本科
python数据开发工程师,深圳市吉迩科技有限公司,深圳,15k-20k,3-5年,本科
Python技术专家,丰贺信息科技（上海）有限公司,北京,30k-60k,5-10年,本科
Python工程师（欧美休闲游戏 双休 不加班）,昊盈信息技术（成都）有限公司,成都,9k-18k,1-3年,本科
高级量化开发工程师(Python)【北京/杭州】,北京小龙虾科技有限公司,北京,30k-60k,3-5年,本科
python爬虫工程师,昆山可圈可点信息服务有限公司,苏州,15k-18k,3-5年,大专
python数据分析师英文流利周末双休,中电金信软件有限公司,广州,20k-30k,3-5年,本科
福州Python开发工程师,达而观信息科技（上海）有限公司,福州,10k-15k,1-3年,本科
java/c/c++/python/js/测试/运维,北京外企德科人力资源服务上海有限公司,深圳,15k-30k,不限,本科
c/c++，java，js，python，go，软件测试，数据开发,北京外企德科人力资源服务上海有限公司,成都,15k-30k,不限,本科
python后端开发工程师,湖南同有飞骥科技有限公司,长沙,12k-17k,3-5年,本科
python后端开发工程师,北京小钉贴科技有限公司,北京,8k-9k,3-5年,本科
Python开发（外包-港资-福利好）,中电金信软件有限公司,广州,15k-20k,5-10年,本科
python后端开发工程师,上海趋佳信息科技有限公司,郑州,10k-15k,1-3年,本科
python后端开发工程师,上海趋佳信息科技有限公司,上海,15k-25k,3-5年,本科
python爬虫工程师,北京拓尔思信息技术股份有限公司,北京,9k-16k,不限,本科
软件开发工程师（java/c/c++/python）,华为技术有限公司,西安,20k-40k,3-5年,本科
Python游戏开发 (MJ000451),在线途游（北京）科技有限公司,北京,15k-20k,在校/应届,本科
Python程序员,帆桁科技（上海）有限公司,上海,15k-30k,3-5年,本科
python后端,深圳市爱砂电子商务有限公司,深圳,15k-20k,3-5年,本科
python爬虫工程师,北京邦得鼎盛科技有限公司重庆分公司,重庆,4k-8k,1-3年,本科
AI 算法应用工程师（c++/python）,芯算一体（深圳）科技有限公司,深圳,15k-20k,1-3年,本科
python后端开发工程师,网易（杭州）网络有限公司,杭州,20k-40k,5-10年,本科
c/c++，java，js，python、go通用软件开发工程师,北京外企德科人力资源服务上海有限公司,南京,15k-30k,不限,本科
JAVA/前端/C/C++/Python/go开发工程师,北京外企德科人力资源服务上海有限公司,深圳,15k-30k,不限,本科
python研发工程师,上海趋佳信息科技有限公司,郑州,11k-20k,3-5年,本科
Python &amp; Django开发,郑州聚凡科技有限公司,郑州,8k-12k,1-3年,本科
Python爬虫工程师,成都文舟快创科技有限公司,成都,15k-30k,3-5年,大专
python爬虫工程师,上海亿匹特科技有限公司,上海,10k-20k,1-3年,不限
Python软件工程师,北京远大恒通科技发展有限公司,北京,7k-14k,1-3年,本科
Python 软件工程师,上海麓联智能科技有限公司,上海,18k-30k,不限,本科
Python全栈加人工智能,宝贝乖（北京）科技有限公司,北京,20k-30k,3-5年,本科
python后端开发工程师,郑州聚凡科技有限公司,郑州,8k-16k,3-5年,本科
python算法工程师,欧泰普（上海）科技有限公司,上海,10k-14k,1-3年,本科
高级python开发工程师,成都链安科技有限公司,成都,20k-25k,5-10年,本科
中级python开发工程师,成都链安科技有限公司,成都,15k-18k,3-5年,本科
python 开发工程师（ RPA方向）,畅捷通信息技术股份有限公司,北京,20k-30k,3-5年,本科
Python爬虫,北京千里马网信科技有限公司,北京,15k-22k,3-5年,大专
Java/C/C++/Python/JS/测试/运维,北京外企德科人力资源服务上海有限公司,武汉,15k-30k,不限,本科
python爬虫工程师(年终奖2-4/周末双休，加班双倍）,北京外企德科人力资源服务上海有限公司,深圳,18k-35k,不限,本科
Python爬虫,北京千里马网信科技有限公司,北京,15k-22k,3-5年,大专
python爬虫工程师,北京千里马网信科技有限公司,北京,12k-18k,3-5年,大专
python数据分析师,深圳市吉迩科技有限公司,深圳,15k-20k,3-5年,本科
急聘Python开发工程师,杭州五色云网络技术有限公司,杭州,12k-24k,不限,本科
python c++编程老师,天津童程童美科技有限公司,天津,7k-13k,不限,本科
python爬虫工程师,上海易宝软件有限公司杭州分公司,杭州,11k-16k,1-3年,本科
python后端工程师,杭州奎牛科技有限公司,北京,15k-25k,3-5年,本科
python爬虫工程师,北京智慧星光信息技术有限公司,北京,20k-30k,3-5年,本科
python软件开发工程师,上海宝莱特网络技术有限公司,上海,8k-10k,不限,本科
后台开发工程师（JAVA/GO/C++/PYTHON）,华为技术有限公司,深圳,25k-50k,1-3年,本科
python初级开发工程师,深圳市谷尚信息科技有限公司,深圳,10k-18k,1-3年,本科
外企德科-华为云计算工程师java/c++/python,西安华为技术有限公司,西安,15k-30k,不限,本科
python后端开发工程师,牧原食品股份有限公司,郑州,10k-20k,3-5年,本科
c/c++，java，js，python，go，软件测试，数据开发,北京外企德科人力资源服务上海有限公司,上海,15k-30k,不限,本科
c/c++，java，js，python、go通用软件开发工程师,北京外企德科人力资源服务上海有限公司,武汉,15k-30k,不限,本科
python后端开发实习生,广州甲龙商业有限公司,广州,3k-6k,在校/应届,本科
Python 后台开发工程师,上海媒智科技有限公司,上海,15k-25k,3-5年,本科
c++ python少儿讲师,天津童程童美科技有限公司,天津,7k-12k,不限,本科
Python爬虫实习生,杭州易有料科技有限公司,杭州,3k-5k,在校/应届,本科
python开发 (MJ000087),武汉佰悦互娱科技有限公司,广州,20k-35k,不限,本科
python开发工程师（图形算法经验）,湖南象盒网络科技有限公司,长沙,8k-13k,3-5年,大专
python后端开发工程师,上海安钛飞信息技术有限公司,广州,16k-24k,3-5年,本科
python后端开发工程师,广州发业信息科技有限公司,广州,8k-13k,1-3年,本科
Python开发工程师（RPA开发方向）,广州发业信息科技有限公司,广州,8k-13k,1-3年,大专
python数据分析,深圳市易佰网络科技有限公司武汉分公司,武汉,12k-20k,3-5年,本科
python数据开发实习生,上海仲阳天王星数据科技有限公司,上海,4k-8k,在校/应届,本科
python数据开发实习生,上海仲阳天王星数据科技有限公司,成都,4k-8k,在校/应届,本科
python后端开发工程师,北京肉桂胡椒酱科技有限责任公司,成都,8k-15k,1-3年,大专
c/c++，java，js，python，go，软件测试，数据开发,北京外企德科人力资源服务上海有限公司,深圳,15k-30k,不限,本科
java/c/c++/python/js/测试/运维,北京外企德科人力资源服务上海有限公司,西安,20k-40k,3-5年,本科
python数据开发实习生,上海仲阳天王星数据科技有限公司,深圳,4k-8k,在校/应届,本科
python数据开发工程师,上海仲阳天王星数据科技有限公司,深圳,15k-30k,在校/应届,本科
中高级python开发工程师,北京尚思源农业科技开发有限公司,天津,11k-15k,3-5年,本科
python开发工程师（五险一金双休）,上海安钛飞信息技术有限公司,广州,12k-24k,3-5年,大专
Python Data Engineer,普华永道信息技术（上海）有限公司,上海,12k-24k,不限,本科
python后端开发工程师,北京快乐开工科技有限公司,北京,20k-40k,3-5年,本科
后端开发工程师-Node.js/Python,北京快乐开工科技有限公司,北京,20k-40k,3-5年,本科
Python高级开发工程师,杭州鸿致科技有限公司,杭州,10k-20k,1-3年,本科
Python高级开发工程师,广州玄道科技有限公司,广州,12k-20k,5-10年,本科
Python数据挖掘,青岛永嘎科技有限公司,青岛,5K-10K,1-3年,本科
python后端开发工程师,北京庖丁科技有限公司,西安,10k-15k,不限,本科
視覺Python/算法工程师G00019,上海展才人力资源有限公司,盐城,20k-35k,5-10年,本科
python后端开发工程师,傅利叶动力（北京）科技有限公司,北京,18k-35k,3-5年,本科
python数据开发工程师,上海仲阳天王星数据科技有限公司,上海,15k-30k,在校/应届,本科
Python系统开发实习生,上海仲阳天王星数据科技有限公司,上海,4k-8k,在校/应届,本科
高级Python后端开发,德塔幂方（广州）信息科技有限责任公司,广州,15k-30k,3-5年,本科
python后端开发工程师,重庆哈希智能科技有限公司,重庆,10k-15k,3-5年,本科
java/c/c++/python/js/测试/运维,华为技术有限公司,北京,15k-30k,1-3年,本科
java/c/c++/python/js/测试/运维,华为技术有限公司,西安,15k-30k,1-3年,本科
Python开发工程师（实习）,广州云纳信息科技有限公司,广州,3k-4k,在校/应届,大专
python开发实习生,达而观信息科技（上海）有限公司,北京,5k-8k,在校/应届,本科
scratch、python编程老师 积木,北京博瑞领创科技有限公司,北京,6k-10k,不限,大专
Python&nbsp;后端开发工程师 (MJ000300),翼健（上海）信息科技有限公司,上海,12k-20k,1-3年,本科
Python 后端开发工程师 (MJ000327),翼健（上海）信息科技有限公司,上海,15k-20k,1-3年,本科
python爬虫工程师,上海梭翱信息技术有限公司,上海,16k-20k,1-3年,大专
Python/固件开发工程师,北京丰申科技有限公司,北京,3k-5k,在校/应届,硕士
python图像处理实习生,北京直引科技有限公司,北京,6k-7k,在校/应届,硕士
Python数据工程师,广州掌昆网络科技有限公司,广州,15k-22k,3-5年,本科
Python系统开发实习生,上海仲阳天王星数据科技有限公司,深圳,4k-8k,在校/应届,本科
Python系统开发工程师,上海仲阳天王星数据科技有限公司,上海,15k-30k,在校/应届,本科
高级python开发工程师,北京深言科技有限责任公司,北京,25k-45k,3-5年,本科
python安全开发工程师,北京源堡科技有限公司,北京,25k-50k,不限,本科
python安全开发工程师,北京源堡科技有限公司,北京,25k-50k,不限,本科
python爬虫工程师,北京智慧星光信息技术有限公司,北京,7k-14k,不限,本科
python爬虫工程师,上海千杉网络技术发展有限公司,杭州,15k-30k,3-5年,本科
中级Python开发工程师,成都亿格人居科技有限公司,成都,12k-24k,3-5年,本科
python数据分析,华为技术有限公司,西安,25k-40k,不限,本科
python后端开发工程师,广州拼吧信息科技有限公司,广州,10k-18k,3-5年,本科
python测试开发工程师,珠海奔图电子有限公司,珠海,10k-15k,3-5年,本科
【华为OD】C/C++/java/python/js高级工程师,华为技术有限公司,成都,20k-40k,不限,本科
python后端开发工程师,北京古灵阁科技有限公司,北京,22k-35k,3-5年,本科
资深自动化测试工程师（Python/Java/JS),亿磐系统（深圳）有限公司,成都,15k-30k,5-10年,本科
python后端开发,景生星月信息科技（北京）有限公司,北京,4k-6k,在校/应届,本科
Python系统开发工程师,上海仲阳天王星数据科技有限公司,深圳,15k-30k,在校/应届,本科
Python系统开发工程师 (MJ000233),上海仲阳天王星数据科技有限公司,成都,15k-30k,不限,本科
python后端开发,景生星月信息科技（北京）有限公司,北京,4k-6k,在校/应届,本科
Python开发工程师（实习）,上海玄信资产管理中心（有限合伙）,上海,5k-10k,在校/应届,本科
python开发实习生,北京华道资本投资有限公司,北京,3k-5k,在校/应届,本科
Python网络爬虫开发（实习）,上海数旦信息技术有限公司,上海,4k-5k,不限,本科
Python后端开发实习生（重庆岗）(Z2306),上海茗日智能科技有限公司,重庆,2k-4k,在校/应届,本科
Python开发实习生,上海茗日智能科技有限公司,上海,3k-6k,在校/应届,本科
python爬虫工程师,北京岁月桔子科技有限公司,北京,2k-4k,在校/应届,本科
Python实习生,北京岁月桔子科技有限公司,北京,2k-4k,在校/应届,本科
python开发实习生,上海闵行区青悦环保信息技术服务中心,上海,4k-7k,在校/应届,大专
python爬虫实习工程师,上海闵行区青悦环保信息技术服务中心,上海,4k-7k,在校/应届,大专
python开发工程师（外派道富）,浙江网新恒天软件有限公司,杭州,9k-14k,在校/应届,本科
