职位,公司,城市,区域,薪资,经验,学历,详情页
Python数据工程师,广州掌昆网络科技有限公司,广州,海珠区,15k-22k,3-5年,本科,https://www.lagou.com/wn/jobs/11019413.html
Python系统开发实习生,上海仲阳天王星数据科技有限公司,深圳,南山区,4k-8k,在校/应届,本科,https://www.lagou.com/wn/jobs/11042802.html
Python系统开发工程师,上海仲阳天王星数据科技有限公司,上海,浦东新区,15k-30k,在校/应届,本科,https://www.lagou.com/wn/jobs/11042770.html
高级python开发工程师,北京深言科技有限责任公司,北京,海淀区,25k-45k,3-5年,本科,https://www.lagou.com/wn/jobs/10921305.html
python安全开发工程师,北京源堡科技有限公司,北京,朝阳区,25k-50k,不限,本科,https://www.lagou.com/wn/jobs/11017986.html
python安全开发工程师,北京源堡科技有限公司,北京,海淀区,25k-50k,不限,本科,https://www.lagou.com/wn/jobs/10327490.html
python爬虫工程师,北京智慧星光信息技术有限公司,北京,海淀区,7k-14k,不限,本科,https://www.lagou.com/wn/jobs/10183006.html
python爬虫工程师,上海千杉网络技术发展有限公司,杭州,萧山区,15k-30k,3-5年,本科,https://www.lagou.com/wn/jobs/11015569.html
中级Python开发工程师,成都亿格人居科技有限公司,成都,高新区,12k-24k,3-5年,本科,https://www.lagou.com/wn/jobs/11015124.html
python数据分析,华为技术有限公司,西安,雁塔区,25k-40k,不限,本科,https://www.lagou.com/wn/jobs/11009145.html
python后端开发工程师,广州拼吧信息科技有限公司,广州,天河区,10k-18k,3-5年,本科,https://www.lagou.com/wn/jobs/10931419.html
python测试开发工程师,珠海奔图电子有限公司,珠海,香洲区,10k-15k,3-5年,本科,https://www.lagou.com/wn/jobs/11001387.html
【华为OD】C/C++/java/python/js高级工程师,华为技术有限公司,成都,郫都区,20k-40k,不限,本科,https://www.lagou.com/wn/jobs/10978315.html
python后端开发工程师,北京古灵阁科技有限公司,北京,朝阳区,22k-35k,3-5年,本科,https://www.lagou.com/wn/jobs/10632014.html
资深自动化测试工程师（Python/Java/JS),亿磐系统（深圳）有限公司,成都,武侯区,15k-30k,5-10年,本科,https://www.lagou.com/wn/jobs/10431103.html
python后端开发,景生星月信息科技（北京）有限公司,北京,朝阳区,4k-6k,在校/应届,本科,https://www.lagou.com/wn/jobs/10482555.html
Python系统开发工程师,上海仲阳天王星数据科技有限公司,深圳,南山区,15k-30k,在校/应届,本科,https://www.lagou.com/wn/jobs/11042769.html
Python系统开发工程师 (MJ000233),上海仲阳天王星数据科技有限公司,成都,武侯区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/10937431.html
python后端开发,景生星月信息科技（北京）有限公司,北京,朝阳区,4k-6k,在校/应届,本科,https://www.lagou.com/wn/jobs/10482555.html
Python开发工程师（实习）,上海玄信资产管理中心（有限合伙）,上海,浦东新区,5k-10k,在校/应届,本科,https://www.lagou.com/wn/jobs/8165941.html
python开发实习生,北京华道资本投资有限公司,北京,海淀区,3k-5k,在校/应届,本科,https://www.lagou.com/wn/jobs/10044072.html
Python网络爬虫开发（实习）,上海数旦信息技术有限公司,上海,徐汇区,4k-5k,不限,本科,https://www.lagou.com/wn/jobs/1794529.html
Python后端开发实习生（重庆岗）(Z2306),上海茗日智能科技有限公司,重庆,沙坪坝区,2k-4k,在校/应届,本科,https://www.lagou.com/wn/jobs/10940130.html
Python开发实习生,上海茗日智能科技有限公司,上海,静安区,3k-6k,在校/应届,本科,https://www.lagou.com/wn/jobs/8218077.html
python爬虫工程师,北京岁月桔子科技有限公司,北京,朝阳区,2k-4k,在校/应届,本科,https://www.lagou.com/wn/jobs/10332884.html
Python实习生,北京岁月桔子科技有限公司,北京,朝阳区,2k-4k,在校/应届,本科,https://www.lagou.com/wn/jobs/10509285.html
python开发实习生,上海闵行区青悦环保信息技术服务中心,上海,松江区,4k-7k,在校/应届,大专,https://www.lagou.com/wn/jobs/9724730.html
python爬虫实习工程师,上海闵行区青悦环保信息技术服务中心,上海,松江区,4k-7k,在校/应届,大专,https://www.lagou.com/wn/jobs/9875205.html
python开发工程师（外派道富）,浙江网新恒天软件有限公司,杭州,西湖区,9k-14k,在校/应届,本科,https://www.lagou.com/wn/jobs/10628420.html
python后端开发工程师助理,夸克云智科技（深圳）有限公司,深圳,龙岗区,3k-6k,在校/应届,大专,https://www.lagou.com/wn/jobs/10976477.html
Python爬虫工程师（实习生）,观澜网络（杭州）有限公司,杭州,滨江区,4k-6k,在校/应届,不限,https://www.lagou.com/wn/jobs/10972625.html
Python数据开发工程师 (MJ000232),上海仲阳天王星数据科技有限公司,成都,武侯区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/10937442.html
python爬虫工程师,深圳市乐思软件技术有限公司,深圳,南山区,6k-9k,在校/应届,本科,https://www.lagou.com/wn/jobs/10840758.html
Python开发工程师-成都,成都华为技术有限公司,成都,郫都区,15k-25k,1-3年,本科,https://www.lagou.com/wn/jobs/10968079.html
python后端开发工程师,杭州映云科技有限公司,昆明,五华区,10k-20k,在校/应届,本科,https://www.lagou.com/wn/jobs/9349407.html
2022校招Python开发工程师(J10248),深圳云天励飞技术股份有限公司,深圳,南山区,18k-25k,在校/应届,不限,https://www.lagou.com/wn/jobs/9129672.html
中高级python后台工程师,广州探迹科技有限公司,广州,番禺区,15k-30k,3-5年,本科,https://www.lagou.com/wn/jobs/8501086.html
python技术助理,北京思瑞明创软件科技有限公司,北京,朝阳区,3k-5k,在校/应届,本科,https://www.lagou.com/wn/jobs/10959546.html
python爬虫工程师,北京聚源锐思数据科技有限公司,北京,海淀区,8k-10k,在校/应届,本科,https://www.lagou.com/wn/jobs/9607374.html
Python编程老师,武汉卡巴教育咨询有限公司,武汉,汉阳区,8k-12k,不限,本科,https://www.lagou.com/wn/jobs/10708738.html
Python数据开发实习生【200-400元/日】,上海仲阳天王星数据科技有限公司,成都,武侯区,6k-9k,在校/应届,本科,https://www.lagou.com/wn/jobs/10937435.html
python高级工程师,成都华为技术有限公司,成都,郫都区,15k-26k,1-3年,本科,https://www.lagou.com/wn/jobs/10074290.html
Python量化开发工程师,武汉镜像科技有限公司,武汉,东湖新技术开发区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/10599492.html
python机器学习,北京代码空间科技有限公司,天津,武清区,2k-4k,在校/应届,本科,https://www.lagou.com/wn/jobs/10938618.html
数据挖掘师/python工程师,成都健数科技有限公司,成都,高新区,7k-10k,1-3年,本科,https://www.lagou.com/wn/jobs/7858445.html
python助教,成都环宇知了科技有限公司,成都,武侯区,6k-10k,1-3年,本科,https://www.lagou.com/wn/jobs/10013233.html
Python系统开发实习生 (MJ000234),上海仲阳天王星数据科技有限公司,成都,武侯区,6k-9k,在校/应届,本科,https://www.lagou.com/wn/jobs/10937436.html
量化工程师/Python开发工程师,北京宏量资本管理有限公司,北京,东城区,10k-20k,不限,本科,https://www.lagou.com/wn/jobs/10366751.html
Python教研,成都环宇知了科技有限公司,成都,郫县,8k-12k,1-3年,本科,https://www.lagou.com/wn/jobs/9920359.html
Python实习生,广州微易软件有限公司,广州,番禺区,3k-4k,在校/应届,本科,https://www.lagou.com/wn/jobs/10848254.html
python开发实习生,宝牧科技（天津）有限公司,武汉,洪山区,3k-4k,在校/应届,本科,https://www.lagou.com/wn/jobs/10917214.html
编程教研（Python）,成都娄外科技有限公司,成都,双流县,10k-20k,不限,本科,https://www.lagou.com/wn/jobs/10463318.html
Python爬虫及反爬实习工程师（可转正）,南京聪明狗网络技术有限公司,南京,鼓楼区,8k-16k,在校/应届,本科,https://www.lagou.com/wn/jobs/9492444.html
python开发实习生,广州微易软件有限公司,广州,番禺区,2k-3k,在校/应届,本科,https://www.lagou.com/wn/jobs/10873323.html
python开发实习,上海邻我信息技术有限公司,上海,徐汇区,2k-4k,在校/应届,不限,https://www.lagou.com/wn/jobs/7181394.html
Python开发实习生,深圳贝尔信息科技有限公司,深圳,南山区,3k-6k,在校/应届,本科,https://www.lagou.com/wn/jobs/9171682.html
python前端开发工程师,上海潜链信息科技有限公司,上海,徐汇区,20k-40k,在校/应届,本科,https://www.lagou.com/wn/jobs/9720352.html
python后端开发工程师,上海潜链信息科技有限公司,上海,徐汇区,20k-40k,在校/应届,本科,https://www.lagou.com/wn/jobs/9720354.html
Python爬虫实习生,深圳爱数云科技有限公司,深圳,南山区,6k-10k,在校/应届,本科,https://www.lagou.com/wn/jobs/9419557.html
Python开发实习生,南京维伍网络科技有限公司,南京,秦淮区,3k-4k,在校/应届,本科,https://www.lagou.com/wn/jobs/10848592.html
Python开发实习生,西门子（中国）有限公司,北京,朝阳区,3k-5k,在校/应届,本科,https://www.lagou.com/wn/jobs/10773243.html
Python开发工程师-2023届,友邦资讯科技（广州）有限公司,成都,高新区,4k-5k,在校/应届,本科,https://www.lagou.com/wn/jobs/10761316.html
少儿编程Python老师/双休/六险一金,北京思明启创科技有限公司,济南,市中区,6k-8k,1-3年,本科,https://www.lagou.com/wn/jobs/9780497.html
python讲师,四川码乙科技有限公司,成都,锦江区,12k-16k,3-5年,本科,https://www.lagou.com/wn/jobs/10874345.html
Python云平台后端开发工程师,江苏博云科技股份有限公司,南京,雨花台区,6k-10k,在校/应届,本科,https://www.lagou.com/wn/jobs/6887924.html
Python开发&amp;讲师,优选创新（北京）科技有限公司,北京,海淀区,8k-15k,1-3年,本科,https://www.lagou.com/wn/jobs/10870269.html
python少儿教师,北京中诚泰信科技有限公司,北京,朝阳区,3k-6k,不限,本科,https://www.lagou.com/wn/jobs/9391654.html
Python爬虫实习生,北京氢元数据信息技术有限公司,北京,海淀区,4k-6k,在校/应届,本科,https://www.lagou.com/wn/jobs/9439326.html
Python开发实习,上海格蓝威驰信息科技有限公司,上海,普陀区,3k-5k,在校/应届,本科,https://www.lagou.com/wn/jobs/10833105.html
python爬虫工程师,上海穰川信息技术有限公司,上海,浦东新区,5k-9k,在校/应届,本科,https://www.lagou.com/wn/jobs/10184041.html
python编程教师,吉林优聚教育咨询有限公司,通化,梅河口市,3k-5k,在校/应届,大专,https://www.lagou.com/wn/jobs/10827137.html
RPA/Python开发实习生,上海神兵巧匠智能科技有限公司,上海,徐汇区,3k-5k,在校/应届,大专,https://www.lagou.com/wn/jobs/10826929.html
python实习生,安徽领云物联科技有限公司,合肥,蜀山区,5k-7k,不限,硕士,https://www.lagou.com/wn/jobs/10819880.html
python开发实习生,广州字言智语科技有限公司,广州,天河区,2k-3k,在校/应届,不限,https://www.lagou.com/wn/jobs/8826190.html
python工程师（实习岗）,苏州展识科技有限公司,武汉,洪山区,2k-4k,在校/应届,本科,https://www.lagou.com/wn/jobs/5490115.html
python后端开发工程师,深圳市魔数智擎人工智能有限公司,深圳,南山区,12k-18k,1-3年,本科,https://www.lagou.com/wn/jobs/9571149.html
2023- Python/Golong 开发工程师(J10261),北京四维图新科技股份有限公司,北京,海淀区,15k-25k,在校/应届,本科,https://www.lagou.com/wn/jobs/10779771.html
Python爬虫基础讲师,湖南六星教育网络科技有限公司,成都,武侯区,6k-10k,1-3年,不限,https://www.lagou.com/wn/jobs/10443445.html
(有住宿）Python中级讲师,郑州积云教育科技有限公司,郑州,新郑市,11k-13k,1-3年,本科,https://www.lagou.com/wn/jobs/10739142.html
java/c++/c/python/web前端\测试,北京外企德科人力资源服务上海有限公司,北京,海淀区,20k-40k,3-5年,本科,https://www.lagou.com/wn/jobs/11187128.html
Java/python/c++/全额社保公积金,北京外企德科人力资源服务上海有限公司,杭州,滨江区,14k-28k,不限,本科,https://www.lagou.com/wn/jobs/11010699.html
数据仓库（本科，会java或者python）,科锐尔人力资源服务（苏州）有限公司,深圳,龙岗区,20k-40k,不限,本科,https://www.lagou.com/wn/jobs/11180457.html
运维开发python,张家港市汇智人力资源有限公司,北京,海淀区,40k-70k,不限,本科,https://www.lagou.com/wn/jobs/11181820.html
Java/python/前端/C++/C开发—东莞,陕西科锐尔人力资源服务有限公司,东莞,大朗镇,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11180225.html
软件开发（Java 安卓 Python iOS C++ ）,陕西科锐尔人力资源服务有限公司,深圳,龙岗区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11180086.html
自动化测试（大量招人，会python或者java),科锐尔人力资源服务（苏州）有限公司,深圳,龙岗区,20k-40k,不限,本科,https://www.lagou.com/wn/jobs/11180394.html
中级测试开发（python),张家港市汇智人力资源有限公司,北京,海淀区,30k-60k,不限,本科,https://www.lagou.com/wn/jobs/11178600.html
海外python工程师,江苏仕程企业管理咨询有限公司,北京,海淀区,30k-40k,3-5年,本科,https://www.lagou.com/wn/jobs/11138301.html
Python爬虫（双休）,杭州诗迈医药科技有限公司,杭州,西湖区,8k-15k,3-5年,大专,https://www.lagou.com/wn/jobs/11131587.html
python后端开发工程师,上海沃锐企业发展有限公司,上海,浦东新区,12k-20k,3-5年,本科,https://www.lagou.com/wn/jobs/11125467.html
python后端开发工程师,先路（北京）咨询有限公司,广州,天河区,25k-40k,3-5年,本科,https://www.lagou.com/wn/jobs/11116739.html
Java/C++/C/Python/web/Go/测试/安卓,北京外企德科人力资源服务上海有限公司,西安,雁塔区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11182196.html
java/python/c/c++/go/js/scala各软件开发,北京外企德科人力资源服务上海有限公司,杭州,滨江区,14k-28k,不限,本科,https://www.lagou.com/wn/jobs/11178167.html
软件开发工程师（python）,科锐尔人力资源服务（苏州）有限公司,西安,雁塔区,15k-25k,不限,本科,https://www.lagou.com/wn/jobs/11163764.html
"软件开发（java,python,c++等）",科锐尔人力资源服务（苏州）有限公司,深圳,龙岗区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11150719.html
Java/python/前端/C++/C开发—西安,陕西科锐尔人力资源服务有限公司,西安,雁塔区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11105122.html
Java/python/前端/C++/C开发—上海,陕西科锐尔人力资源服务有限公司,上海,浦东新区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11105094.html
中级python开发工程师,深圳市四通八达猎头有限公司,深圳,宝安区,20k-40k,1-3年,本科,https://www.lagou.com/wn/jobs/11081964.html
Python高级开发工程师,广州章伟企业管理咨询有限公司,重庆,渝北区,15k-30k,3-5年,本科,https://www.lagou.com/wn/jobs/11076826.html
数据开发工程师（python&amp;c++）,深圳市四通八达猎头有限公司,深圳,福田区,20k-40k,不限,本科,https://www.lagou.com/wn/jobs/11074039.html
python后端开发工程师,上海翰德人力资源有限公司,北京,海淀区,25k-50k,不限,本科,https://www.lagou.com/wn/jobs/10343655.html
java（也招Python开发、c、c++、web前端和测试）,成都科之锐人力资源服务有限公司,深圳,龙岗区,13k-26k,1-3年,本科,https://www.lagou.com/wn/jobs/10950752.html
日语Python,日通（大连）人才咨询有限公司,上海,杨浦区,23k-35k,3-5年,本科,https://www.lagou.com/wn/jobs/10986634.html
服务端开发工程师-正编（Python服务端）,广州摩芋信息技术有限公司,杭州,滨江区,20k-40k,3-5年,本科,https://www.lagou.com/wn/jobs/10976296.html
python全栈开发,上海仕进信息科技有限公司,成都,高新区,18k-23k,5-10年,本科,https://www.lagou.com/wn/jobs/10965241.html
python数据开发工程师,领智人力资源管理（深圳）有限公司,北京,海淀区,30k-45k,1-3年,本科,https://www.lagou.com/wn/jobs/10486232.html
JAVA/JS/C/C++/Python/go/测试,北京外企德科人力资源服务上海有限公司,西安,雁塔区,15k-25k,1-3年,本科,https://www.lagou.com/wn/jobs/11177628.html
C/C++/Java/Python/Web开发,北京外企德科人力资源服务上海有限公司,深圳,龙岗区,18k-36k,不限,本科,https://www.lagou.com/wn/jobs/10620484.html
软件开发（python）,科锐尔人力资源服务（苏州）有限公司,深圳,龙岗区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11140396.html
软件开发（Python/Java/C++/C),科锐尔人力资源服务（苏州）有限公司,西安,雁塔区,18k-35k,不限,本科,https://www.lagou.com/wn/jobs/11136307.html
Java/python/前端/C++/C开发—武汉,陕西科锐尔人力资源服务有限公司,武汉,江夏区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11089694.html
Java/python/前端/C++/C开发—北京,陕西科锐尔人力资源服务有限公司,北京,海淀区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11089689.html
数据开发工程师（python&amp;c++）,深圳市四通八达猎头有限公司,上海,浦东新区,20k-40k,不限,本科,https://www.lagou.com/wn/jobs/11074037.html
数据开发工程师（python&amp;c++）,深圳市四通八达猎头有限公司,北京,海淀区,20k-40k,不限,本科,https://www.lagou.com/wn/jobs/11074035.html
软件开发工程师（python）,科锐数字科技（苏州）有限公司,西安,雁塔区,20k-40k,1-3年,本科,https://www.lagou.com/wn/jobs/10950601.html
高级java开发工程师（还招python、大数据、前端、测试）,成都科之锐人力资源服务有限公司,深圳,龙岗区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/10946885.html
量化系统开发工程师（python),领智人力资源管理（深圳）有限公司,深圳,福田区,30k-60k,3-5年,硕士,https://www.lagou.com/wn/jobs/10482411.html
c++/python工程师,领智人力资源管理（深圳）有限公司,上海,浦东新区,25k-50k,不限,本科,https://www.lagou.com/wn/jobs/10941943.html
软件开发工程师[python丨saas软件],成都科之锐人力资源服务有限公司,西安,雁塔区,20k-25k,不限,本科,https://www.lagou.com/wn/jobs/10840054.html
python高级开发工程师,成都纳欣人力资源服务有限公司,上海,虹口区,20k-30k,5-10年,本科,https://www.lagou.com/wn/jobs/10832996.html
od岗-测试-Python-周末双休-高额社保公积金,北京科锐国际人力资源股份有限公司苏州分公司,深圳,龙岗区,15k-25k,1-3年,本科,https://www.lagou.com/wn/jobs/10810549.html
c/c++，java，js，python、go通用软件开发工程师,北京外企德科人力资源服务上海有限公司,西安,雁塔区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11163471.html
Java/前端/Python/C++/C/GO/测试等开发工程师,北京外企德科人力资源服务上海有限公司,成都,郫都区,17k-30k,不限,本科,https://www.lagou.com/wn/jobs/11161165.html
软件开发（Java/Python/C++/C）,科锐尔人力资源服务（苏州）有限公司,武汉,江夏区,18k-35k,不限,本科,https://www.lagou.com/wn/jobs/11132707.html
软件开发（Java/Python/C++/C）,科锐尔人力资源服务（苏州）有限公司,深圳,福田区,20k-40k,3-5年,本科,https://www.lagou.com/wn/jobs/11129775.html
Java/python/前端/C++/C开发—杭州,陕西科锐尔人力资源服务有限公司,杭州,滨江区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11085646.html
Java/python/前端/C++/C开发—深圳,陕西科锐尔人力资源服务有限公司,深圳,龙岗区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11085631.html
c++/python工程师,领智人力资源管理（深圳）有限公司,上海,浦东新区,25k-50k,不限,本科,https://www.lagou.com/wn/jobs/10941943.html
python(线上面试 周末双休 易面过）,北京科锐国际人力资源股份有限公司成都分公司,上海,嘉定区,10k-19k,3-5年,大专,https://www.lagou.com/wn/jobs/10462128.html
JAVA开发 ---（C/Python/Go/JS都有),北京外企德科人力资源服务上海有限公司,杭州,滨江区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11160471.html
东莞—JAVA/JS/C/C++/Python/go/测试,北京外企德科人力资源服务上海有限公司,东莞,东莞市市辖区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11157539.html
c/c++，java，js，python、go通用软件开发工程师,北京外企德科人力资源服务上海有限公司,武汉,江夏区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11153702.html
c/c++，java，js，python、go通用软件开发工程师,北京外企德科人力资源服务上海有限公司,北京,海淀区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11152333.html
c/c++，java，js，python、go通用软件开发工程师,北京外企德科人力资源服务上海有限公司,深圳,龙岗区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11151846.html
java/python/c/c++/go/js/scala各软件开发,北京外企德科人力资源服务上海有限公司,深圳,龙岗区,16k-29k,不限,本科,https://www.lagou.com/wn/jobs/11150456.html
Java/前端/python/C++/C/GO/测试等开发工程师,北京外企德科人力资源服务上海有限公司,北京,海淀区,18k-35k,不限,本科,https://www.lagou.com/wn/jobs/11149327.html
java/c/c++/python/go/js/web/测试/软件开发/双休,北京外企德科人力资源服务上海有限公司,西安,雁塔区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11148786.html
java/c++/c/python/web前端\测试,北京外企德科人力资源服务上海有限公司,深圳,龙岗区,13k-26k,不限,本科,https://www.lagou.com/wn/jobs/11148783.html
Python开发（22届/大厂/面试快/高薪）,科锐尔人力资源服务（苏州）有限公司,东莞,松山湖管委会,18k-35k,不限,本科,https://www.lagou.com/wn/jobs/11115225.html
Python开发（爬虫/算法）,科锐尔人力资源服务（苏州）有限公司,武汉,江夏区,18k-35k,不限,本科,https://www.lagou.com/wn/jobs/11115220.html
java/python/web前端工程师,陕西科锐尔人力资源服务有限公司,西安,雁塔区,15k-30k,3-5年,本科,https://www.lagou.com/wn/jobs/10800552.html
java/c++/c/python/web前端\测试,北京外企德科人力资源服务上海有限公司,深圳,龙岗区,13k-26k,不限,本科,https://www.lagou.com/wn/jobs/11148775.html
java/c++/c/python/web前端\测试,北京外企德科人力资源服务上海有限公司,成都,郫都区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11148764.html
软件开发工程师（java/python/c/c++/go）,北京外企德科人力资源服务上海有限公司,南昌,东湖区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11148559.html
软件开发工程师（java/python/c/c++/go）,北京外企德科人力资源服务上海有限公司,贵阳,花溪区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11148547.html
软件开发工程师（java/python/c/c++/go）,北京外企德科人力资源服务上海有限公司,杭州,滨江区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11148540.html
软件开发岗位（java/python/c/c++/go）,北京外企德科人力资源服务上海有限公司,南京,雨花台区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11148530.html
软件开发工程师（java/Python/c++/c/go）,北京外企德科人力资源服务上海有限公司,南京,雨花台区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11148520.html
软件开发工程师（java/python/c/c++/go）,北京外企德科人力资源服务上海有限公司,武汉,江夏区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11148310.html
软件开发工程师（java/Python/C/C++/Go）,北京外企德科人力资源服务上海有限公司,成都,郫都区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11148294.html
软件开发工程师（java/Python/c/c++/go）,北京外企德科人力资源服务上海有限公司,广州,越秀区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11148274.html
java/c++/c/python/web前端\测试,北京外企德科人力资源服务上海有限公司,成都,郫都区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11148019.html
java/c++/c/python/web前端\测试,北京外企德科人力资源服务上海有限公司,成都,郫都区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11148016.html
后端开发！Java/Python/C/C++/Go 大厂急招,科锐尔人力资源服务（苏州）有限公司,西安,雁塔区,20k-40k,不限,本科,https://www.lagou.com/wn/jobs/11103091.html
Python开发【22届也可投，大厂高薪，周末双休】,科锐尔人力资源服务（苏州）有限公司,武汉,江夏区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11102583.html
java/c++/c/python/web前端\测试,北京外企德科人力资源服务上海有限公司,东莞,大朗镇,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11148003.html
java/c++/c/python/web前端\测试,北京外企德科人力资源服务上海有限公司,东莞,大朗镇,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11147994.html
C/C++，java，JS，python，Go，软件测试，数据开发,北京外企德科人力资源服务上海有限公司,西安,雁塔区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11146826.html
C/C++，java，JS，python，Go，软件测试，数据开发,北京外企德科人力资源服务上海有限公司,上海,浦东新区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11146822.html
Java/C/C++/Python/JS/测试/运维,北京外企德科人力资源服务上海有限公司,东莞,东坑镇,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11002968.html
java/js/c/c++/python/go/测试工程师,北京外企德科人力资源服务上海有限公司,成都,郫都区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11141344.html
"各语言开发工程师（Java，c,c++,python,go等等）",北京外企德科人力资源服务上海有限公司,杭州,滨江区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11141153.html
C/C++/C#/JAVA/python,北京外企德科人力资源服务上海有限公司,武汉,江夏区,15k-30k,3-5年,本科,https://www.lagou.com/wn/jobs/11139369.html
java/前端/python/c++/c/测试,北京外企德科人力资源服务上海有限公司,深圳,龙岗区,20k-40k,不限,本科,https://www.lagou.com/wn/jobs/11135572.html
python开发工程师（双休+五险一金全额）,北京外企德科人力资源服务上海有限公司,北京,海淀区,15k-30k,1-3年,本科,https://www.lagou.com/wn/jobs/11136295.html
软件开发（Java、C++、Python）,北京外企德科人力资源服务上海有限公司,北京,海淀区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11069814.html
java/js/c/c++/python/go/测试工程师,北京外企德科人力资源服务上海有限公司,西安,雁塔区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11127833.html
Java/Python/C++/C/web/Go/测试/安卓,北京外企德科人力资源服务上海有限公司,西安,雁塔区,15k-28k,不限,本科,https://www.lagou.com/wn/jobs/10625117.html
python软件开发工程师（核心自研、高薪）,科锐尔人力资源服务（苏州）有限公司,西安,雁塔区,18k-36k,不限,本科,https://www.lagou.com/wn/jobs/10927702.html
Java/Python/C++/C/web/Go/测试/安卓,北京外企德科人力资源服务上海有限公司,成都,郫都区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/10610561.html
Java/Python/C++/C/web/Go/测试/安卓,北京外企德科人力资源服务上海有限公司,深圳,龙岗区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/10610550.html
Java/Python/C++/C/web/Go/测试/安卓,北京外企德科人力资源服务上海有限公司,西安,雁塔区,15k-28k,不限,本科,https://www.lagou.com/wn/jobs/10625125.html
c++/java/python/算法工程/前端工程师(六险一金，双休),北京外企德科人力资源服务上海有限公司,上海,浦东新区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11116912.html
c++/java/python/算法工程/前端工程师(六险一金，双休),北京外企德科人力资源服务上海有限公司,东莞,大朗镇,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11116904.html
c++/java/python/算法工程/前端工程师(六险一金，双休),北京外企德科人力资源服务上海有限公司,杭州,滨江区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11116900.html
c++/java/python/算法工程/前端工程师(六险一金，双休),北京外企德科人力资源服务上海有限公司,成都,郫都区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11116896.html
c++/java/python/算法工程/前端工程师(六险一金，双休),北京外企德科人力资源服务上海有限公司,南京,雨花台区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11116894.html
c++/java/python/算法工程/前端工程师(六险一金，双休),北京外企德科人力资源服务上海有限公司,西安,雁塔区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11116892.html
c++/java/python/算法工程/前端工程师(六险一金，双休),北京外企德科人力资源服务上海有限公司,北京,海淀区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11116889.html
软件开发工程师 (java c++ python）,北京外企德科人力资源服务上海有限公司,杭州,滨江区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11115534.html
软件开发工程师 (java c++ python）,北京外企德科人力资源服务上海有限公司,西安,雁塔区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11115529.html
软件开发工程师 (java c++ python）,北京外企德科人力资源服务上海有限公司,西安,雁塔区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11115529.html
